,UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
3939,3940,L51119,302.5,311.6,1400,54.0,196,No Failure
3940,3941,L51120,302.3,311.5,1395,54.2,198,No Failure
3941,3942,L51121,302.2,311.4,1987,19.9,200,No Failure
3942,3943,M18802,302.2,311.4,1398,47.2,202,No Failure
3943,3944,L51123,302.3,311.4,1333,66.7,205,Power Failure
3944,3945,L51124,302.2,311.2,1381,49.4,207,No Failure
3945,3946,L51125,302.2,311.3,1570,36.1,0,No Failure
3946,3947,M18806,302.2,311.3,1658,31.0,2,No Failure
3947,3948,H33361,302.2,311.3,1749,29.2,5,No Failure
3948,3949,M18808,302.2,311.3,1510,37.1,10,No Failure
3949,3950,L51129,302.3,311.5,1384,50.8,13,No Failure
3950,3951,L51130,302.3,311.4,1570,37.2,15,No Failure
3951,3952,M18811,302.3,311.4,1571,32.7,17,No Failure
3952,3953,L51132,302.3,311.4,1476,37.3,20,No Failure
3953,3954,M18813,302.3,311.4,1484,39.5,22,No Failure
3954,3955,M18814,302.3,311.4,1909,23.2,25,No Failure
3955,3956,L51135,302.3,311.5,1448,49.6,28,No Failure
3956,3957,M18816,302.3,311.4,1500,40.2,30,No Failure
3957,3958,L51137,302.2,311.4,1510,44.9,33,No Failure
3958,3959,L51138,302.2,311.3,1378,55.5,35,No Failure
3959,3960,M18819,302.2,311.4,1538,37.4,37,No Failure
3960,3961,L51140,302.2,311.4,1390,48.1,40,No Failure
3961,3962,M18821,302.2,311.4,1642,32.1,42,No Failure
3962,3963,L51142,302.4,311.5,1785,24.8,45,No Failure
3963,3964,H33377,302.3,311.5,1526,38.2,47,No Failure
3964,3965,M18824,302.3,311.6,1668,33.2,52,No Failure
3965,3966,L51145,302.3,311.5,1507,37.5,55,No Failure
3966,3967,L51146,302.3,311.5,1530,37.8,57,No Failure
3967,3968,M18827,302.3,311.4,1479,45.6,59,No Failure
3968,3969,M18828,302.3,311.4,1418,41.3,62,No Failure
3969,3970,L51149,302.3,311.4,1504,38.7,65,No Failure
3970,3971,M18830,302.3,311.4,1345,47.6,67,No Failure
3971,3972,H33385,302.2,311.4,1625,35.4,70,No Failure
3972,3973,L51152,302.3,311.4,1511,34.7,75,No Failure
3973,3974,L51153,302.3,311.4,1535,41.8,77,No Failure
3974,3975,L51154,302.4,311.5,1505,37.9,79,No Failure
3975,3976,H33389,302.4,311.5,1540,43.7,81,No Failure
3976,3977,H33390,302.3,311.4,1372,46.0,86,No Failure
3977,3978,M18837,302.2,311.3,1510,36.6,91,No Failure
3978,3979,L51158,302.2,311.3,1382,46.4,94,No Failure
3979,3980,L51159,302.3,311.3,1439,41.8,96,No Failure
3980,3981,M18840,302.2,311.3,1375,47.0,98,No Failure
3981,3982,M18841,302.2,311.3,1931,21.9,101,No Failure
3982,3983,L51162,302.2,311.3,1475,48.6,104,No Failure
3983,3984,L51163,302.2,311.3,1389,46.9,106,No Failure
3984,3985,L51164,302.3,311.3,1652,32.8,108,No Failure
3985,3986,L51165,302.3,311.2,1386,50.3,110,No Failure
3986,3987,M18846,302.2,311.3,1577,29.8,112,No Failure
3987,3988,M18847,302.3,311.3,1444,43.1,115,No Failure
3988,3989,L51168,302.2,311.3,1554,40.2,118,No Failure
3989,3990,L51169,302.2,311.3,1602,32.8,120,No Failure
3990,3991,H33404,302.2,311.2,1692,28.2,122,No Failure
3991,3992,L51171,302.3,311.3,1682,34.4,127,No Failure
3992,3993,L51172,302.3,311.3,1614,34.1,129,No Failure
3993,3994,L51173,302.3,311.3,1324,47.8,131,No Failure
3994,3995,L51174,302.3,311.4,1434,40.3,133,No Failure
3995,3996,L51175,302.3,311.3,1621,31.6,135,No Failure
3996,3997,M18856,302.3,311.3,1625,33.1,137,No Failure
3997,3998,L51177,302.2,311.1,1394,53.7,140,No Failure
3998,3999,L51178,302.1,311.0,1586,35.1,142,No Failure
3999,4000,L51179,302.0,311.0,1420,45.9,144,No Failure
4000,4001,L51180,302.1,311.2,1422,50.3,146,No Failure
4001,4002,H33415,302.1,311.2,1598,37.9,148,No Failure
4002,4003,L51182,302.1,311.2,1454,59.2,153,Power Failure
4003,4004,L51183,302.1,311.2,1519,39.3,155,No Failure
4004,4005,L51184,302.0,311.1,1373,55.7,157,No Failure
4005,4006,M18865,302.0,311.1,1406,48.8,159,No Failure
4006,4007,L51186,302.1,311.2,1492,45.0,162,No Failure
4007,4008,L51187,302.1,311.2,1369,50.8,164,No Failure
4008,4009,M18868,302.2,311.2,1471,41.9,166,No Failure
4009,4010,L51189,302.2,311.2,1630,36.0,169,No Failure
4010,4011,M18870,302.1,311.1,1605,37.6,171,No Failure
4011,4012,L51191,302.2,311.1,1447,52.1,174,No Failure
4012,4013,M18872,302.2,311.2,1360,52.8,176,No Failure
4013,4014,M18873,302.2,311.1,1728,34.0,179,No Failure
4014,4015,L51194,302.1,311.0,1740,30.8,182,No Failure
4015,4016,L51195,302.1,310.9,1477,41.4,184,No Failure
4016,4017,L51196,302.1,310.9,1658,30.3,186,No Failure
4017,4018,L51197,302.0,310.8,1902,23.4,188,No Failure
4018,4019,M18878,302.0,310.8,1783,23.1,190,No Failure
4019,4020,M18879,302.0,310.9,1558,45.3,193,No Failure
4020,4021,L51200,302.1,311.0,1351,49.5,196,No Failure
4021,4022,H33435,302.1,310.9,1452,42.5,198,No Failure
4022,4023,L51202,302.1,310.9,1666,30.7,203,No Failure
4023,4024,L51203,302.1,311.0,1364,50.0,205,No Failure
4024,4025,M18884,302.1,311.0,1351,60.3,207,Overstrain Failure
4025,4026,H33439,302.1,311.0,1729,26.1,210,No Failure
4026,4027,M18886,302.1,311.0,1574,34.1,215,No Failure
4027,4028,L51207,302.0,311.0,1566,37.8,218,No Failure
4028,4029,L51208,302.0,310.9,1455,43.2,220,No Failure
4029,4030,H33443,302.0,310.9,1679,29.0,222,No Failure
4030,4031,L51210,302.0,310.8,2143,17.3,227,No Failure
4031,4032,L51211,302.0,310.8,1447,42.7,229,No Failure
4032,4033,L51212,302.0,310.8,1383,50.3,231,Overstrain Failure
4033,4034,L51213,302.1,310.8,1772,27.1,233,No Failure
4034,4035,L51214,302.0,310.8,1615,29.0,235,Tool Wear Failure
4035,4036,L51215,302.0,310.8,1454,36.6,0,No Failure
4036,4037,L51216,302.0,310.8,1445,49.1,2,No Failure
4037,4038,M18897,302.0,310.8,1609,35.2,4,No Failure
4038,4039,L51218,302.0,310.9,1546,34.4,7,No Failure
4039,4040,L51219,301.9,310.8,1567,39.3,9,No Failure
4040,4041,L51220,302.0,310.8,1767,27.4,11,No Failure
4041,4042,L51221,302.0,310.9,1539,34.2,13,No Failure
4042,4043,L51222,302.0,310.9,1564,39.0,15,No Failure
4043,4044,M18903,302.0,310.8,1445,46.3,17,No Failure
4044,4045,M18904,301.9,310.9,1419,47.7,20,No Failure
4045,4046,M18905,301.8,310.9,1881,20.9,23,No Failure
4046,4047,M18906,301.9,310.9,1421,46.2,26,No Failure
4047,4048,L51227,301.9,311.0,1455,46.0,29,No Failure
4048,4049,L51228,301.9,311.0,2691,12.1,31,Power Failure
4049,4050,L51229,301.8,310.8,1505,41.2,33,No Failure
4050,4051,L51230,301.8,310.8,1456,46.6,35,No Failure
4051,4052,L51231,301.8,310.8,1383,46.4,37,No Failure
4052,4053,M18912,301.9,310.8,1563,39.2,39,No Failure
4053,4054,M18913,301.9,310.9,2305,16.1,42,No Failure
4054,4055,M18914,301.9,310.9,1456,43.6,45,No Failure
4055,4056,L51235,302.0,311.0,1865,22.7,48,No Failure
4056,4057,L51236,301.9,310.9,1597,36.9,50,No Failure
4057,4058,L51237,302.0,310.9,1495,38.6,52,No Failure
4058,4059,M18918,302.0,310.9,1456,47.2,54,No Failure
4059,4060,L51239,301.9,310.8,1465,44.3,57,No Failure
4060,4061,M18920,302.0,310.9,1352,55.5,59,No Failure
4061,4062,L51241,301.9,310.8,1906,21.7,62,No Failure
4062,4063,L51242,302.0,310.9,1446,44.0,64,No Failure
4063,4064,L51243,302.0,310.8,1948,19.7,66,No Failure
4064,4065,L51244,301.9,310.7,1480,47.1,68,No Failure
4065,4066,M18925,301.9,310.7,1511,37.6,70,No Failure
4066,4067,M18926,301.9,310.7,1472,47.0,73,No Failure
4067,4068,L51247,301.9,310.7,1429,51.0,76,No Failure
4068,4069,L51248,301.9,310.7,1405,48.8,78,No Failure
4069,4070,M18929,301.9,310.7,1405,47.9,80,No Failure
4070,4071,L51250,302.0,310.7,1348,58.1,83,No Failure
4071,4072,L51251,301.9,310.6,1331,68.6,85,Power Failure
4072,4073,L51252,301.9,310.6,1610,33.4,87,No Failure
4073,4074,M18933,301.9,310.6,1412,46.5,89,No Failure
4074,4075,L51254,302.0,310.7,1453,42.7,92,No Failure
4075,4076,L51255,302.0,310.6,1583,38.9,94,No Failure
4076,4077,M18936,302.0,310.6,1539,37.4,96,No Failure
4077,4078,L51257,302.0,310.5,1635,39.8,99,No Failure
4078,4079,H33492,302.1,310.7,1294,62.4,101,Heat Dissipation Failure
4079,4080,L51259,302.0,310.5,1978,22.0,106,No Failure
4080,4081,L51260,302.0,310.4,1357,58.0,108,Heat Dissipation Failure
4081,4082,L51261,302.0,310.4,1336,58.2,110,Heat Dissipation Failure
4082,4083,L51262,302.0,310.4,1568,39.2,112,No Failure
4083,4084,M18943,302.0,310.4,1567,36.4,114,No Failure
4084,4085,L51264,302.0,310.4,1611,35.6,117,No Failure
4085,4086,H33499,302.0,310.5,1841,23.6,119,No Failure
4086,4087,L51266,302.0,310.5,1567,36.1,124,No Failure
4087,4088,L51267,301.9,310.4,1376,54.9,126,Heat Dissipation Failure
4088,4089,L51268,301.9,310.5,1477,42.4,128,No Failure
4089,4090,M18949,301.9,310.5,1590,40.3,130,No Failure
4090,4091,L51270,302.0,310.5,2197,15.8,133,No Failure
4091,4092,M18951,302.0,310.4,1595,32.9,135,No Failure
4092,4093,H33506,302.0,310.5,1812,24.4,138,No Failure
4093,4094,M18953,302.0,310.5,1573,32.1,143,No Failure
4094,4095,L51274,302.0,310.5,1651,30.9,146,No Failure
4095,4096,H33509,302.0,310.5,1459,43.2,148,No Failure
4096,4097,L51276,301.9,310.4,1370,51.7,153,Heat Dissipation Failure
4097,4098,L51277,301.9,310.4,1518,34.1,155,No Failure
4098,4099,L51278,302.0,310.3,1648,29.6,157,No Failure
4099,4100,L51279,302.0,310.4,1464,47.2,159,No Failure
4100,4101,L51280,302.0,310.4,1895,23.2,161,No Failure
4101,4102,L51281,301.9,310.4,1884,23.4,163,No Failure
4102,4103,L51282,302.0,310.4,1450,46.6,165,No Failure
4103,4104,L51283,302.0,310.4,1448,43.4,167,No Failure
4104,4105,L51284,302.1,310.5,1389,49.6,169,No Failure
4105,4106,L51285,302.0,310.6,1583,35.2,171,No Failure
4106,4107,L51286,301.9,310.5,1425,51.1,173,No Failure
4107,4108,L51287,302.0,310.5,1809,27.1,175,No Failure
4108,4109,L51288,301.9,310.5,1892,21.8,177,No Failure
4109,4110,M18969,301.9,310.6,1475,47.8,179,No Failure
4110,4111,L51290,302.0,310.6,1361,46.7,182,No Failure
4111,4112,M18971,302.0,310.6,1563,41.0,184,No Failure
4112,4113,H33526,301.9,310.5,1472,39.7,187,No Failure
4113,4114,L51293,302.0,310.6,1325,55.3,192,No Failure
4114,4115,L51294,302.0,310.6,1358,53.1,194,No Failure
4115,4116,H33529,302.0,310.6,1346,54.7,196,No Failure
4116,4117,M18976,302.0,310.5,1381,58.4,201,No Failure
4117,4118,L51297,301.9,310.5,1340,55.7,204,Overstrain Failure
4118,4119,L51298,302.0,310.6,1366,47.7,206,No Failure
4119,4120,L51299,302.1,310.7,1325,45.1,208,Heat Dissipation Failure
4120,4121,M18980,302.1,310.7,1376,46.3,210,Heat Dissipation Failure
4121,4122,M18981,302.1,310.7,1364,47.8,213,Heat Dissipation Failure
4122,4123,L51302,302.2,310.6,1462,43.6,0,No Failure
4123,4124,M18983,302.1,310.6,1517,38.9,2,No Failure
4124,4125,L51304,302.1,310.6,1385,53.6,5,No Failure
4125,4126,L51305,302.1,310.6,1439,40.0,7,No Failure
4126,4127,M18986,302.0,310.6,1623,34.3,9,No Failure
4127,4128,H33541,302.0,310.6,1438,43.2,12,No Failure
4128,4129,L51308,301.9,310.4,1708,24.8,17,No Failure
4129,4130,M18989,301.8,310.3,1666,32.7,19,No Failure
4130,4131,L51310,301.9,310.4,1286,62.8,22,Heat Dissipation Failure
4131,4132,L51311,301.9,310.3,1485,46.3,24,No Failure
4132,4133,M18992,301.8,310.3,1409,52.5,26,No Failure
4133,4134,L51313,301.8,310.3,1765,27.3,29,No Failure
4134,4135,L51314,301.8,310.3,1688,28.8,31,No Failure
4135,4136,M18995,301.7,310.3,1787,26.7,33,No Failure
4136,4137,L51316,301.7,310.1,1487,48.0,36,No Failure
4137,4138,L51317,301.7,310.1,1384,50.5,38,No Failure
4138,4139,L51318,301.7,310.2,1311,57.4,40,Heat Dissipation Failure
4139,4140,H33553,301.7,310.2,1620,30.8,42,No Failure
4140,4141,L51320,301.7,310.2,1331,61.2,47,Heat Dissipation Failure
4141,4142,H33555,301.7,310.1,1462,38.3,49,No Failure
4142,4143,L51322,301.7,310.1,1424,50.2,54,No Failure
4143,4144,L51323,301.7,310.1,1500,39.6,56,No Failure
4144,4145,L51324,301.8,310.1,1738,28.0,58,No Failure
4145,4146,M19005,301.8,310.3,1465,46.5,60,No Failure
4146,4147,L51326,301.8,310.3,1482,41.4,63,No Failure
4147,4148,L51327,301.9,310.3,1398,44.0,65,No Failure
4148,4149,L51328,301.9,310.3,1972,21.3,67,No Failure
4149,4150,L51329,301.9,310.4,1603,37.6,69,No Failure
4150,4151,L51330,301.9,310.4,1610,34.8,71,No Failure
4151,4152,M19011,301.9,310.4,1373,48.0,73,Heat Dissipation Failure
4152,4153,M19012,302.0,310.5,1425,44.7,76,No Failure
4153,4154,M19013,302.0,310.4,1212,55.6,79,Heat Dissipation Failure
4154,4155,M19014,302.0,310.4,1828,26.3,82,No Failure
4155,4156,L51335,302.0,310.5,1370,44.4,85,Heat Dissipation Failure
4156,4157,M19016,302.0,310.5,1823,25.1,87,No Failure
4157,4158,L51337,302.0,310.5,1263,60.6,90,Heat Dissipation Failure
4158,4159,L51338,301.9,310.4,1889,21.5,92,No Failure
4159,4160,M19019,302.0,310.5,1639,32.9,94,No Failure
4160,4161,M19020,302.0,310.4,1608,33.1,97,No Failure
4161,4162,H33575,301.9,310.3,1653,32.4,100,No Failure
4162,4163,L51342,302.0,310.4,1591,29.8,105,No Failure
4163,4164,L51343,302.1,310.5,1696,30.9,107,No Failure
4164,4165,L51344,302.2,310.6,1346,47.5,109,Heat Dissipation Failure
4165,4166,M19025,302.2,310.5,1507,40.4,111,No Failure
4166,4167,H33580,302.3,310.6,1525,48.7,114,No Failure
4167,4168,M19027,302.3,310.7,1559,33.9,119,No Failure
4168,4169,L51348,302.2,310.6,1632,30.5,122,No Failure
4169,4170,L51349,302.1,310.5,1559,36.0,124,No Failure
4170,4171,M19030,302.2,310.6,1355,51.5,126,Heat Dissipation Failure
4171,4172,M19031,302.2,310.5,1832,23.7,129,No Failure
4172,4173,L51352,302.2,310.6,1386,50.0,132,No Failure
4173,4174,M19033,302.2,310.6,1346,49.2,134,Heat Dissipation Failure
4174,4175,L51354,302.3,310.7,1499,37.8,137,No Failure
4175,4176,L51355,302.3,310.7,1612,33.4,139,No Failure
4176,4177,M19036,302.3,310.7,1544,39.7,141,No Failure
4177,4178,L51357,302.5,310.9,1477,39.2,144,No Failure
4178,4179,L51358,302.5,310.9,1624,34.4,146,No Failure
4179,4180,L51359,302.4,310.9,1349,46.1,148,Heat Dissipation Failure
4180,4181,L51360,302.4,310.8,1686,28.8,150,No Failure
4181,4182,M19041,302.4,310.7,1521,40.4,152,No Failure
4182,4183,L51362,302.4,310.7,1362,54.8,155,Heat Dissipation Failure
4183,4184,L51363,302.3,310.7,1402,50.9,157,No Failure
4184,4185,L51364,302.2,310.6,1334,53.2,159,Heat Dissipation Failure
4185,4186,L51365,302.2,310.6,1348,48.4,161,Heat Dissipation Failure
4186,4187,M19046,302.2,310.6,1570,34.6,163,No Failure
4187,4188,M19047,302.2,310.7,1601,33.0,166,No Failure
4188,4189,M19048,302.3,310.8,1611,31.8,169,No Failure
4189,4190,L51369,302.4,310.9,1560,31.8,172,No Failure
4190,4191,H33604,302.4,310.9,1444,40.7,174,No Failure
4191,4192,L51371,302.4,311.0,1317,59.4,179,No Failure
4192,4193,M19052,302.5,311.0,1463,43.1,181,No Failure
4193,4194,L51373,302.4,311.1,1634,34.2,184,No Failure
4194,4195,L51374,302.4,311.0,1423,46.2,186,No Failure
4195,4196,L51375,302.5,311.0,1548,38.4,188,No Failure
4196,4197,M19056,302.5,311.0,1563,35.6,190,No Failure
4197,4198,L51377,302.4,311.0,1573,36.5,193,No Failure
4198,4199,M19058,302.4,311.1,1432,44.5,195,No Failure
4199,4200,M19059,302.5,311.1,1638,32.0,198,No Failure
4200,4201,L51380,302.5,311.1,1571,34.2,201,No Failure
4201,4202,L51381,302.4,311.0,2211,15.4,203,No Failure
4202,4203,L51382,302.4,311.0,1555,40.6,205,No Failure
4203,4204,M19063,302.3,310.9,1558,31.9,207,No Failure
4204,4205,M19064,302.3,310.9,1523,43.2,210,No Failure
4205,4206,L51385,302.3,310.8,1723,26.3,213,No Failure
4206,4207,M19066,302.3,310.8,1721,28.4,215,No Failure
4207,4208,M19067,302.3,310.9,1710,30.4,218,Tool Wear Failure
4208,4209,M19068,302.3,310.9,1627,32.3,0,No Failure
4209,4210,M19069,302.2,310.8,1422,47.0,3,No Failure
4210,4211,L51390,302.1,310.8,1565,35.3,6,No Failure
4211,4212,L51391,302.1,310.7,1314,52.8,8,Heat Dissipation Failure
4212,4213,M19072,302.0,310.6,1392,60.5,10,No Failure
4213,4214,L51393,302.1,310.7,1465,40.7,13,No Failure
4214,4215,L51394,301.9,310.6,1573,36.6,15,No Failure
4215,4216,M19075,302.0,310.7,2157,17.8,17,No Failure
4216,4217,L51396,301.9,310.7,1370,50.3,20,No Failure
4217,4218,L51397,301.9,310.6,1462,38.8,22,No Failure
4218,4219,M19078,302.0,310.6,1479,40.5,24,No Failure
4219,4220,L51399,301.9,310.7,1717,26.8,27,No Failure
4220,4221,M19080,301.9,310.6,1260,65.9,29,No Failure
4221,4222,L51401,301.9,310.6,1467,39.3,32,No Failure
4222,4223,M19082,302.0,310.6,1535,38.6,34,No Failure
4223,4224,L51403,302.0,310.7,1657,31.9,37,No Failure
4224,4225,L51404,302.0,310.7,1698,28.1,39,No Failure
4225,4226,L51405,302.1,310.7,1359,49.3,41,Heat Dissipation Failure
4226,4227,L51406,302.1,310.8,1596,37.1,43,No Failure
4227,4228,L51407,302.2,310.8,1383,46.9,45,No Failure
4228,4229,L51408,302.2,310.8,2203,16.6,47,No Failure
4229,4230,M19089,302.2,310.8,1408,46.8,49,No Failure
4230,4231,L51410,302.2,310.8,1673,32.9,52,No Failure
4231,4232,L51411,302.2,310.8,1340,47.8,54,No Failure
4232,4233,L51412,302.2,310.9,1452,42.3,56,No Failure
4233,4234,M19093,302.2,310.9,1302,53.4,58,No Failure
4234,4235,H33648,302.2,310.9,1522,35.9,61,No Failure
4235,4236,L51415,302.2,310.8,1438,41.4,66,No Failure
4236,4237,L51416,302.2,310.9,1604,40.5,68,No Failure
4237,4238,L51417,302.2,311.0,1832,23.2,70,No Failure
4238,4239,M19098,302.3,311.0,1521,34.8,72,No Failure
4239,4240,L51419,302.3,311.0,1446,37.6,75,No Failure
4240,4241,L51420,302.4,311.1,1905,20.9,77,No Failure
4241,4242,L51421,302.4,311.0,1475,47.9,79,No Failure
4242,4243,L51422,302.4,311.0,1462,48.5,81,No Failure
4243,4244,M19103,302.4,310.9,1435,42.3,83,No Failure
4244,4245,L51424,302.4,310.9,1469,39.6,86,No Failure
4245,4246,M19105,302.6,311.1,1520,43.0,88,No Failure
4246,4247,L51426,302.6,311.0,1537,35.5,91,No Failure
4247,4248,L51427,302.6,311.0,1369,60.0,93,Heat Dissipation Failure
4248,4249,L51428,302.6,311.0,1506,37.2,95,No Failure
4249,4250,L51429,302.5,310.9,1330,56.9,97,Heat Dissipation Failure
4250,4251,L51430,302.6,311.0,1660,38.0,99,No Failure
4251,4252,H33665,302.5,310.9,1356,55.5,101,Heat Dissipation Failure
4252,4253,H33666,302.6,311.0,1438,51.0,106,No Failure
4253,4254,M19113,302.6,311.0,1329,48.6,111,Heat Dissipation Failure
4254,4255,L51434,302.6,311.0,1284,68.0,114,Power Failure
4255,4256,M19115,302.5,311.0,1387,52.1,116,No Failure
4256,4257,M19116,302.6,311.0,1591,33.9,119,No Failure
4257,4258,M19117,302.6,311.0,1589,39.0,122,No Failure
4258,4259,M19118,302.7,311.1,1297,60.7,125,Heat Dissipation Failure
4259,4260,L51439,302.7,311.2,1545,35.1,128,No Failure
4260,4261,H33674,302.7,311.1,1418,43.4,130,No Failure
4261,4262,L51441,302.7,311.1,1730,28.1,135,No Failure
4262,4263,L51442,302.6,311.0,2001,20.7,137,No Failure
4263,4264,L51443,302.6,311.0,1620,36.2,139,No Failure
4264,4265,M19124,302.6,311.0,1542,39.7,141,No Failure
4265,4266,L51445,302.6,311.0,1424,38.0,144,No Failure
4266,4267,L51446,302.7,311.1,1440,39.5,146,No Failure
4267,4268,L51447,302.6,311.0,1520,42.8,148,No Failure
4268,4269,L51448,302.7,311.0,1694,29.8,150,No Failure
4269,4270,L51449,302.6,311.0,1610,39.2,152,No Failure
4270,4271,L51450,302.6,310.9,1331,52.0,154,Heat Dissipation Failure
4271,4272,L51451,302.6,310.8,1470,41.2,156,No Failure
4272,4273,L51452,302.5,310.8,1577,36.9,158,No Failure
4273,4274,L51453,302.6,310.8,1486,36.4,160,No Failure
4274,4275,L51454,302.4,310.6,1445,40.3,162,No Failure
4275,4276,M19135,302.4,310.5,1500,36.7,164,No Failure
4276,4277,M19136,302.2,310.4,1456,47.5,167,No Failure
4277,4278,L51457,302.2,310.4,1743,28.1,170,No Failure
4278,4279,L51458,302.0,310.1,1409,50.4,172,No Failure
4279,4280,L51459,302.0,310.1,1361,45.4,174,Heat Dissipation Failure
4280,4281,L51460,302.1,310.1,1753,28.9,176,No Failure
4281,4282,L51461,302.0,310.0,1832,22.9,178,No Failure
4282,4283,L51462,301.9,309.9,1374,48.5,180,Heat Dissipation Failure
4283,4284,M19143,301.8,309.9,1334,61.0,182,Heat Dissipation Failure
4284,4285,L51464,301.8,310.0,1493,40.3,185,No Failure
4285,4286,L51465,301.7,309.9,1317,49.0,187,Heat Dissipation Failure
4286,4287,M19146,301.7,309.9,1434,47.9,189,No Failure
4287,4288,M19147,301.7,309.9,1457,39.2,192,No Failure
4288,4289,M19148,301.7,310.0,1391,50.6,195,No Failure
4289,4290,M19149,301.8,310.0,1781,23.9,198,No Failure
4290,4291,L51470,301.8,310.0,1642,32.6,201,No Failure
4291,4292,L51471,301.8,310.0,2032,19.0,203,No Failure
4292,4293,M19152,301.8,310.1,2372,13.9,205,Power Failure
4293,4294,L51473,301.8,310.0,1393,44.9,208,No Failure
4294,4295,M19154,301.7,310.1,1743,27.3,210,No Failure
4295,4296,L51475,301.8,310.2,1457,40.4,213,No Failure
4296,4297,L51476,301.8,310.2,2825,5.8,215,Power Failure
4297,4298,M19157,301.8,310.2,1609,34.2,217,No Failure
4298,4299,M19158,301.8,310.2,1437,42.3,0,No Failure
4299,4300,L51479,301.7,310.1,1402,50.1,3,No Failure
4300,4301,M19160,301.7,310.1,1644,34.6,5,No Failure
4301,4302,L51481,301.7,310.2,1471,51.1,8,No Failure
4302,4303,L51482,301.7,310.1,2695,12.6,10,No Failure
4303,4304,L51483,301.7,310.2,1435,48.1,12,No Failure
4304,4305,L51484,301.6,310.1,1694,26.3,14,No Failure
4305,4306,L51485,301.6,310.1,1687,26.6,16,No Failure
4306,4307,L51486,301.6,310.0,1869,22.9,18,No Failure
4307,4308,L51487,301.4,309.9,1259,63.9,20,Heat Dissipation Failure
4308,4309,H33722,301.4,309.9,1460,47.2,22,No Failure
4309,4310,M19169,301.3,309.9,1501,39.5,27,No Failure
4310,4311,L51490,301.4,310.0,1776,25.6,30,No Failure
4311,4312,M19171,301.5,310.1,1468,40.8,32,No Failure
4312,4313,L51492,301.5,310.1,1430,46.5,35,No Failure
4313,4314,L51493,301.4,310.1,1502,46.6,37,No Failure
4314,4315,H33728,301.4,310.1,1623,32.3,39,No Failure
4315,4316,M19175,301.4,310.0,1651,29.8,44,No Failure
4316,4317,L51496,301.5,310.1,1639,33.4,47,No Failure
4317,4318,M19177,301.5,310.0,1417,44.6,49,No Failure
4318,4319,L51498,301.5,310.1,1541,42.2,52,No Failure
4319,4320,M19179,301.6,310.2,1411,45.1,54,No Failure
4320,4321,L51500,301.7,310.3,1397,44.6,57,No Failure
4321,4322,L51501,301.7,310.2,1686,28.9,59,No Failure
4322,4323,M19182,301.7,310.1,1431,44.0,61,No Failure
4323,4324,L51503,301.8,310.3,1341,50.5,64,Heat Dissipation Failure
4324,4325,L51504,301.7,310.2,1486,43.0,66,No Failure
4325,4326,L51505,301.6,310.2,1384,57.1,68,No Failure
4326,4327,L51506,301.6,310.1,1362,55.8,70,Heat Dissipation Failure
4327,4328,H33741,301.7,310.1,1660,29.3,72,No Failure
4328,4329,L51508,301.6,310.1,1326,48.2,77,Heat Dissipation Failure
4329,4330,L51509,301.6,310.0,1566,30.3,79,No Failure
4330,4331,L51510,301.5,309.8,1549,38.5,81,No Failure
4331,4332,M19191,301.6,309.9,1746,31.1,83,No Failure
4332,4333,M19192,301.7,309.9,1452,41.5,86,No Failure
4333,4334,L51513,301.6,309.8,1588,33.9,89,No Failure
4334,4335,L51514,301.6,309.8,1472,42.5,91,No Failure
4335,4336,L51515,301.7,309.9,1607,37.7,93,No Failure
4336,4337,H33750,301.6,309.9,1423,53.6,95,No Failure
4337,4338,L51517,301.6,309.9,1440,43.4,100,No Failure
4338,4339,L51518,301.6,309.9,1397,43.7,102,No Failure
4339,4340,L51519,301.7,309.9,1524,46.6,104,No Failure
4340,4341,M19200,301.7,309.9,1533,40.9,106,No Failure
4341,4342,L51521,301.7,309.8,1398,46.0,109,No Failure
4342,4343,M19202,301.7,309.8,1284,68.2,111,Power Failure
4343,4344,L51523,301.7,309.8,1491,39.3,114,No Failure
4344,4345,H33758,301.8,309.9,1418,51.3,116,No Failure
4345,4346,M19205,301.8,309.8,1546,39.8,121,No Failure
4346,4347,L51526,301.8,309.7,1598,30.4,124,No Failure
4347,4348,H33761,301.9,309.8,1724,27.5,126,No Failure
4348,4349,L51528,301.9,309.8,1507,44.7,131,No Failure
4349,4350,L51529,301.9,309.7,1595,31.4,133,No Failure
4350,4351,M19210,301.9,309.7,1568,37.5,135,No Failure
4351,4352,L51531,301.8,309.6,1432,43.7,138,No Failure
4352,4353,L51532,301.9,309.7,1424,42.8,140,No Failure
4353,4354,M19213,302.0,309.7,1386,62.7,142,Power Failure
4354,4355,L51534,302.0,309.8,1456,58.1,145,No Failure
4355,4356,H33769,302.0,309.8,1280,57.3,147,Heat Dissipation Failure
4356,4357,L51536,302.0,309.8,1649,31.0,152,No Failure
4357,4358,L51537,302.0,309.9,1407,52.8,154,No Failure
4358,4359,H33772,302.0,309.9,1606,34.5,156,No Failure
4359,4360,M19219,302.1,310.0,1531,38.0,161,No Failure
4360,4361,L51540,302.1,310.1,1543,35.8,164,No Failure
4361,4362,M19221,302.1,310.1,1379,48.2,166,Heat Dissipation Failure
4362,4363,L51542,302.1,310.1,1447,46.6,169,No Failure
4363,4364,H33777,302.1,310.1,1844,24.6,171,No Failure
