,text,label
5278,"A Face in the Dark and Other Hauntings: Collected Stories of the Supernatural About the Author Ruskin Bond's first novel, The Room on the Roof, written when he was seventeen, won the John Llewellyn Rhys Memorial Prize in 1957. Since then he has written several novels (including Vagrants in the Valley, A Flight of Pigeons and Delhi Is Not Far), essays, poems and children's books, many of which have been published by Penguin India. He has also written over 500 short stories and articles that have appeared in a number of magazines and anthologies.  He received the Sahitya Akademi Award in 1993 and the Padma Shri in 1999.",Books
5279,"Lenovo Tab M10 Tablet (10.1 inch, 32GB, Wi-Fi + 4G LTE), Slate Black The Lenovo Tab M10 is one impressive family multimedia entertainment tablet. An vibrant FHD screen and dual front speakers deliver immersive entertainment and it’s all packed into an extremely thin and light elegant profile. Powered by Qualcomm Snapdragon 450 Octa-core Processor and the latest Android Oreo (8.1) OS —this tablet is powerful to deliver some serious performance.",Electronics
5280,"The Sound of Music (45th Anniversary Edition) (function(d,s,id){var js,stags=d.getElementsByTagName(s)[0];if(d.getElementById(id)){return;}js=d.createElement(s);js.id=id;js.src=""http://g-ec2.images-amazon.com/images/G/01/imdb/plugins/rating/js/rating.min.js"";stags.parentNode.insertBefore(js,stags);})(document,'script','imdb-rating-api');A timeless cinematic treasure soars to new heights in this 45th anniversary edition. Digitally remastered for spectacular sound and pristine picture quality you've never seen or heard the sound of music like this before Julie Andrews light up the screen as maria a spirited young woman who leaves the convent to bring love and music to the home of captain Von Trapp (Christopher Plummer) and his seven children.",Electronics
5281,"WensLTD Magnetic Auto Sleep Cover Case for KOBO Arua Edition 2 eReader + HD Screen Protective Film +Touch Pen Feature: 100% Brand new and high quality. This case have AUTO sleep function Open >turn on , Close > Turn Off The lightest and thinnest protective cover for KOBO  Arua Edition 2 eReader Wake or put your device to sleep by opening or closing the cover Secures your device without straps covering the front Magnetic clasp ensures cover is securely closed PU leather exterior protects with style Unique Design Weight:90G Package Included 1x Case 1x Touch Pen 1x HD Screen Protective Film",Electronics
5282,"Segolike 2-Way Crossover Filters Frequency Distributor for Car, Motorcycle, Golf Cart and other places Description: - Divider is a circuit within the speaker device, different bands (treble, bass) sound signal to distinguish, respectively, to the amplification, and then sent to the corresponding band of speakers and then replay - A wonderful tool for you to use this amplifier on your car, motorcycle, golf cart and other places, where you need small amplifier in order to have a better listening experience. - Suitable for listening to music in the room, the keyboard and violin, guzheng, pipa, rain and so on, the voice of nature - Treble for 3.6uF Blue 100V No sense capacitor, import resistance and overcurrent protector.Bass for oxygen-free copper core inductance.Good material,very convenient - If you like to listen to higher quality music, come and get it now!Specification: - Material: Plastic,Metal,Electronic Parts - Size:Approx.55*43*26mm/2.17*1.69*1.02inch - Maximum power:60W - Frequency response:48Hz～20kHz - Applicable impedance:4～8Ω - Applicable:Speakers Treble and Bass(Below 6inch 60W)Package Includes:1 Piece Crossover Filters Frequency Divider",Electronics
5283,US Polo Assn. Girls' T-Shirt,Clothing & Accessories
5284,"KPS Portable Multipoint Wireless Hands-Free Bluetooth Sun Visor in-Car Speaker Phone Car Kit Overview: this portable mini-designed bluetooth speakerphone is specially designed to give you convenience and freedom ofmunication, which can be used as hands free car kit when you are driving or as conference speakerphone on desk-top when you are at home, office, etc. With advanced built-in microphone which adopts dsp solution for echo cancellation and noise suppression, this speakerphone creates an outstanding full duplex sound quality for you. This product is designed with built-in rechargeable battery that can be charged random by the equipped charger. Features: requiring no installation, just clip it on your sun visor via magnetism. Designed with 20 hours of talking time and 40 days of stand-by time, you can count on it for important calls. Comes with fully automatic pairing and high quality to fit perfectly into your car. Will enjoy echo and noise-free conversations due to a powerful speaker and dsp technology. Built-in 2w speaker compatibility: - all iphones, ipads and ipod touch - android smartphones - sony, lg, htc, all droids, samsung - blackberry smartphones - bluetooth: v3.0+edr specifications: bluetooth edition: v3.0+edr working frequency: ism 2.4 ~ 2.48ghz connection range: 10m speaker: 2w battery: lithium 3.7v, 650mah talk time: up to 20h standby time: up to 1000h charging time: 2-3h package includes: 1x hands-free speakerphone 1x car charger 1x usb cable 1x user manual ** 3 months warranty **",Electronics
5285,"Business Laws -B.Com (Hons.) [Choice Based Credit System (CBCS)] (6th Edition July 2018) This text book is designed to cater to the needs ofstudents pursuing B.Com (Hons.) : Three Year (6-Semester)CBCS Programme of Central Universities throughout India. Salient featuresComplete text book for undergraduate students; covers revised semester syllabus of Paper BCH 1.3 of B.Com (Hons): Three Year (6-Semester) CBCS Programme of Delhi University and other Central Universities as per revised Course Structure implemented from Academic Year 2015-16. Also useful for BBA, MBA, CA-Intermediate (IPC) & Company Secretary (CS) Courses. Business Laws covered are : Indian Contract Act, 1872, Specific Contracts, Sale of Goods Act, 1930, Limited Liability Partnership Act, 2008 and Information Technology Act, 2000. Presents complicated provisions of the law in simple and lucid language. Provides a comprehensive coverage of the law with interesting examples/case studies derived from landmark rulings. Test questions, practical problems and True/False Statements with hints are given at the end of each chapter to provide students a thorough practice in solving examination questions. Covers case laws recommended by the Department of Commerce, Delhi University. Covers examination question papers of Business Laws for the last few years at the end of the book for the reference of students to have a clear idea of questions normally asked.",Books
5286,"All Marketers Tell Stories: The Underground Classic That Explains How Marketing Really Works--and Why Authenticity Is the Best Marketing of All Review Praise for Seth Godin: ""Godin...is uniquely respected for his understanding of the Internet, and his essays and opinions are widely read and quoted on and off."" —Forbes ""It's easy to see why people pay to hear what he has to say."" —Time ""If Seth Godin didn't exist we'd need to invent him."" —Alan Webber, founder, Fast Company ""If your idea, or issue, or candidate, or product isn't catching on, you haven't been reading Seth Godin."" —Micah Sifry, cofounder, Personal Democracy Forum  ""Godin is endlessly curious, opinionated, and knowledgeable on a wide variety of subjects. He is a relentless marketer…and also a clear-eyed visionary.""—Miami HeraldFrom the Hardcover edition.  About the Author Seth Godin is the author of more than a dozen bestsellers that have changed the way people think about marketing, leadership, and change, including Permission Marketing, Purple Cow, All Marketers Are Liars, Small is the New Big, The Dip, Tribes, Linchpin, and Poke the Box. He's an entrepreneur, the founder of several successful businesses and a popular TED speaker. He writes one of the most influential business blogs in the world at sethgodin.com.",Books
5287,"Lace And Me Women's Spandex, Polyester And Cotton Tummy Control Power Shaper Shapewear (Skin,Free Size) This all-hosiery shaping brief whittles your waist, tones your tummy and lifts your rear, so you can look smashing in your skinny clothes! Wear in place of underwear to eliminate panty lines. Extends from just below your bra to just below your rear. Soft waistband sits beneath your bra line to eliminate bulges at natural waistline. Ultra-thin leg bands stay in place and alleviate bulges. Seamless sides for a smooth look under clothes. Brief panties provide full rear coverage. You can wear this hosiery shapewear as your underwear, eliminating panty lines. Care Instructions:Machine wash in cold water, do not iron, do not dry clean. Special Feature: Instant slim look after wearing.contours your tummy & waist for a streamlined silhouette. You can wear under jeans or dress:).!!Look firmer, younger & well toned!! This seamless firm high-waist brief panty shapes and smooths your midsection for a slim silhouette. provides extra shaping for your tummy, sides and back. Hosiery Top: 87% Nylon, 13% Lycra Spandex Color: skin Size:- free, fits 30-40"" waist size",Clothing & Accessories
5288,"DS Red colored Pebbles/gravels/stone, 475g 475 g colored stone/pebbles/gravels suitable for fish tank/aquarium, garden, lawn, table and flower vase.",Household
5289,AAZEEM Solid Polyester Single Blanket - Blue AAZEEM Single Bed Super lite blanket for regular AC users and onset/outging winter's. The art of dyeing dates back thousands of years to the use of natural dyes. It is highly durable and very attractive blanket.,Household
5290,HOME ELITE Blue Colored Traditional Design Jute Filling Sheet Carpet (5 x7 feet),Household
5291,"Redmi 6A (Black, 2GB RAM, 16GB Storage) Size name:16 GB                                                                                 |                            Colour:Black   Mediatek helio A22, 2.0 GHz quad core processor, 3000mAh battery capacity, 13.84 cm (5.45"") HD plus display, 2GB plus 16GB flash memory, android oreo 8.1 with MIUI 9.6, 13 MP rear camera with PDAF, HDR, flash, 5 MP front camera with portrait mode, proximity sensor, E compass, accelerometer.",Electronics
5292,"Don't Lose Out, Work Out! About the Author About the Author: Rujuta Diwekar is a renowned nutritionist and author. She was bestowed with the 'Nutrition Award' by the AIG (Asian Institute of Gastroenterology). in 2012, she was voted as one of the 50 most powerful people in India, by the People Magazine. Some of Diwekar's clients include Anupam Kher, Kareena Kapoor, Anil Ambani and Karisma Kapoor. Diwekar's famous works include Don't Lose Your Mind, Lose Your Weight, Women & the Weight Loss Tamasha and Khaiye Aur Vajan Ghataiye.",Books
5293,"HP Pavilion x360 Intel Core i5 8th Gen 14-inch FHD Touchscreen 2-in-1 (8GB/1TB +8GB SSHD/Windows 10 Home/2GB Graphics/Mineral Silver/1.68 Kg), 14-cd0051TX Size name:8 GB   8th Gen Intel Core i5 processor i5-8250U 1.6 GHz, TurboBoost 2.0 up to 3.4 GHz, 6MB smart cache Intel AVX2, enhanced speedstep technology, Intel 64, VT-x Intel speed shift technology, hyper-threading technology. DDR4 system memory. 8 GB PC4-19200 DDR4-2400 (19.2 GB/s) 2 SODIMM Slots (Upgradeable up to 12 GB) . 1 TB (5400 RPM) solid state hybrid drive (SSHD) with 8 GB NAND. HP Protect Smart HDD protection. Digital media reader. SD, SD-HC, SDXC. Multitouch-enabled bright view IPS display. 14-inch (35.56cm) LED Backlit Widescreen, 220 nits 1920 x 1080 Full HD (1080p), 16:9, direct bonding flush glass, Multi-touch screen, supports active pen. NVIDIA GeForce MX130Discrete graphics 2 GB DDR3 dedicated graphics memory DirectX 12. Bang and Olufsen (B and O play) B and O play -Rich, authentic audio experience dual speakers. HP audio boost: Smart Amp -louder and more dynamic audio. LAN and PAN. Wireless LAN -Integrated 802.11ac, Miracast certified PAN-Integrated Bluetooth 4.2LE. Keyboard, pointing device and fingerprint reader. Backlit island-style keyboard HP Image Pad -Image sensors built-in for accurate multitouch gesture support fingerprint reader. Gyroscope, e-compass, accelerometer. Windows 10 home (64-bit) with Microsoft Office Home and Student 2016. Active pen supporting MS Protocol (N-trig 1024 pressure levels). 3-cell prismatic battery, supports fast charge.",Electronics
5294,"Casa Decor Pack of 6 Ceramic Pumpkin Decorative Antique Door Knobs- Pulls for Cabinet/Girls Dresser/Kids Cupboard/Kitchen Drawer Handles with Hardware Attached (Turquoise) Our unique knobs collection can be used for updating the furniture or refurbishing a kitchen cabinet. This knobs are mostly hand painted. We offer pantone color variations, prints & transfers and bespoke paint patterns. We have showcased a small selection of the knobs that have been done in the past. These ceramic are knobs are glazed & baked to specific temperatures to experience truer colors. They are produced in various shapes & sizing with vibrant color patterns.So, buy knobs online today and give a perfect look to your furniture.",Household
5295,Target SBI Bank PO Preliminary & Main Exam - 20 Practice Sets + Past Papers (2017-15) - English 7th Edition ,Books
5296,Myths & Legends (512 Page Fiction) ,Books
5297,AM Acrylic Sewing Travel Kit Sewing threads with all supplies for multipurpose use.A must item in everybody's home. Can sew anything from last minute buttons or beautiful patches. 24 different colors according to need. Superior quality thread with all sewing supplies. A perfect last minute travel kit with everything in a beautiful thread box. This kit includes- 24 thread spools 5 needles 5 bobbins 1 measuring tape 1 scissor 20 dress hooks 1 stitch opener to remove wrong stitches 1 tailor chalks 10 tich hole dress/ blouse buttons 10 safety pins.,Household
5298,GMAT Math Prep Course ,Books
5299,"TUCUTE Women/Girls Cotton Hosiery Top & Pajama Set with Pocket in Pajama Nightwear/Nighty/Nightsuit/Loungewear/Nightsuit (Top & Pajama) Bust Size:Large 38""/X-Large-40 & XX-Large-42 Stay comfortable all day long in this cute night wear set, whether its lounging around or casual wear use , this Pyjama set from Tucute is perfect! Cotton Hosiery t-shirt & Pajama , round neck, patterned sleeves is trendy as well as comfy for the ideal night suit set for women. Pyjama has elasticated waistband .",Clothing & Accessories
5300,"Communication and Educational Technology in Nursing About the Author Dr Suresh K. Sharma, MScN, PhD, RN, is currently Professor-cum-Principal, College of Nursing, All India Institute of Medical Sciences (AIIMS), Rishikesh, Uttarakhand. A gold medalist in nursing education, he did his postgraduate studies at PGIMER, Chandigarh and received his doctorate in nursing administration from Panjab University, Chandigarh. He is registered as an RN with the Board of Registered Nursing, California, USA and received the coveted Florence Nightingale Award in 2001. He is a prolific writer and has published six textbooks in nursing, besides a number of chapters contributed and papers published in international and national journals of repute. Reena Sharma is an academician in the field of education. She has obtained her MA in political science, MPhil in Gandhian thought and MEd with specialization in Educational Technology from Rajasthan University, Jaipur. She is a poignant writer, who has published original scientific papers and articles in the field of education in international and national journals. She is active in participating and contributing in the academic developments across the educational fraternity.",Books
5301,"Royal Son Full Rim Round Spectacle Frame For Men and Women (RS008SF|47|Transparent Lens) Stay true to style with Royal Son eyeglasses collection. Find the Perfect Frames for your Face Shape, Coloring and lifestyle should be simple, fun and Decent. Explore your options with royal son brand eyeglasses and discover which shapes and colors bring out the best you. This classic Full Rim Frame comes in a Black color with Golden Color Temple. Round shaped lenses For Men and Women Modern details like double stud accents print finish this fashionable look that is universally flattering. Lenses have Simple coating on surfaces makes them easy to clean and perfect for reading and working on computers day and night. Frame Made from Good Quality Plastic , Temple Arms embedded with Metal and Lenses made from Plastic , the most impact-resistant material for optical Frame. Royal Son provide High quality with Light weight Frame .Power lens you can fit according to your eye power. Free Eyeglass Safety case with cleaning cloth. Size: Medium (Eye Width: 47 MM; Nose Bridge: 23 MM; Temple Length: 135 MM)",Clothing & Accessories
5302,"Home Pictures 100% Cotton Double BedSheet for Double Bed with 2 Pillow Covers Set, Candy Queen Size Bedsheet Series, 144 TC, 3D Printed Pattern Double Bedsheet Dimension - 220x225 cms , Pillow Dimension - 42x67 cms (16x26inch)",Household
5303,OnsiteGo 2 Year Extended Warranty for TVs from Rs. 18001 to Rs. 26000,Household
5304,"Textbook Of Communication And Education Technology For Nurses About the Author K P Neeraja BSc BPR MSc (N) MA PhD Professor in Nursing, Channapatna, Karnataka, India",Books
5305,"Customize 2mX3m Bluee and White Outdoor Cover, Waterproof Canvas, tarps, rain Tarpaulin, Truck Tarpaulin, Sun Cloth Model Number: l, Unit Type: piece, Package Weight: , Package Size:",Household
5306,JNU - M.Sc. Biotechnology Combined Entrance Examination Guide: Previous Years' Papers (Solved) and Practice Test Paper (Solved) ,Books
5307,"SteelSeries Rival 310 Gaming Mouse Rival 310 delivers true esports performance. Featuring the new custom TrueMove3 12,000 CPI, 350 IPS optical sensor and exclusive split-trigger buttons, you'll have the power of ultra-low-latency, rapid-response tracking and the performance of lightning-quick clicks. The world-renowned ergonomic Rival design gives you the same comfort and confidence the pros rely upon. Plus, Prism RGB illumination with lighting sync, six programmable buttons, on-board memory, and a light, durable construction combine to deliver the perfect esports mouse.",Electronics
5308,KENT Instant Egg Boiler KENT Instant Egg Boiler helps you to get perfectly boiled eggs within minutes. This smart kitchen appliance comes with a flat heating plate that accelerates the boiling process. It is an ideal appliance for every household and a must-have for hostel room and hotels.,Household
5309,Tarkan [Rubberized] Premium Air Vent Universal Car Mount Holder for All Mobile Phones [4 Inch to 6.3 Inch] The most advanced and most popular car mount at amazing price. Offer limited.,Electronics
5310,"Khushal K Women's Rayon Kurta With Printed Palazzo Set Impress Everyone With Your Stunning Traditional Look By Wearing This Beautiful Solid Rayon Kurta With Solid Rayon Palazzo Pant Set From The Hosue Of KHUSHAL. Fine Finish And Latest Designs, The Trendy Work & Designs Speak A Language Of Elegance And Felinity, Using The Finest Quality Fabrics And Is Trendy Fashionable As Well As Comfortable.It Is Light In Weight And Will Be Soft For Your Skin. This Suit Set Has A Soothing Colour And Will Lend You A Fresh Look This Season. The Perfect Choice For Any Occasion.",Clothing & Accessories
5311,"Nokia 150 (Dual SIM, White) Colour:White   Beautifully designed with a polycarbonate shell that keeps its colour even when scratched, the Nokia 150 stays looking great whatever life throws at you. With an impressive 2.4” screen and incredible battery life, you can now enjoy all your favourite features for longer. Thanks to its camera with flash, the Nokia 150 Dual SIM lets you capture all your favourite moments by day or night and share them using Bluetooth. What’s more, you can rely on the built-in torchlight to help you find your way in the dark.",Electronics
5312,"Intel BOXNUC5i5RYH 2015 Mini PC (Intel Core i5-5250U/2GB/NAGB/No OS/Integrated Graphics), Blue A revolution in ultra-compact device design, the intel nuc nuc5i5ryh packs more features into 4 inches square. The nuc5i5ryh is equipped with the 5th generation intel core i5-5250u processor with intel turbo boost technology 2.01 Which gives you extra ghz on demand to let you maximize performance on processor-intensive tasks like media editing. The system has room for either a 2.5 ; Hdd so you can store full length movies or an m.2 Ssd so you can transfer data at lightning speeds. A replaceable lid gives you plenty of options to create the intel nuc you want-with amazing style and features. It also features intel hd graphics 6000 with 4k display capabilities to provide visually stunning graphics. A high-speed usb 3.0 Charging port lets you easily charge your tablet or smartphone quickly. Complete with wi-fi 802.11Ac wireless, bluetooth and 7.1 Surround sound, the intel nuc nuc5i5ryh is ideal for home theatre pcs, media server pcs and home hubs. For peace of mind, you'll get embedded security that helps keep threats out and user identities and credentials safe. With this kind of power, size and versatility, you'll rethink what's possible.",Electronics
5313,"Vaamsi Women's Dress Material Top - polyester. Bottom - polyester. Dupatta - polyester. Size - free size. Work - printed. Type - unstitched dress material of salwar suit. Style -salwar suits. Set content - with matching dupatta (as per the image). Get in your comfort zone by gifting yourself and your loved ones one of these. Disclaimer: Product colour may slightly vary due to visual settings of your monitor. Please read the details about the product properly before buying. Rarely, the shipment may get delayed due to logistics issues.",Clothing & Accessories
5314,"QuikProf Remote Control Shutter Release Cable for Canon EOS 1000D/450D/400D/350D/300D, Samsung, Pentex Quikprof Remote Shutter Release Switch Control Cable RS-60E3 for Canon EOS Camera Descriptions: *Using this shutter release to avoid camera vibration and get sharper pictures. *It helps preventing vibration during long exposures (time-lapse photography), close-up (macro photography) or continuous shooting. *Easy to use-just plug and use, no batteries needed. *Shutter release button with lock - for long exposures shooting and continuous shooting. *Halfway pressed button - for auto-focus and exposure metering. *Color: Black(As pictures show) *Cable length: 3m(optional) *Compatible with: Canon EOS 1300D/1200D/1100D/1000D, Canon EOS M5/M6, Samsung GX-20/GX-10/GX-1L/GX-1S, Pentax K-1/K10D /K20D, Hasselblad H/H1/H1D, Sigma SD1/SD9 etc. Package including: 1 * RS-60E3 Remote Shutter Release for Canon",Electronics
5315,"Kent 16023 1.7-Liter Electric Kettle (Black) Kent electric kettle glass is a modern day appliance that is made of borosilicate glass to ensure hygiene. With a flat heating plate and 360 degree rotating base, the appliance is very easy to use and handle.",Household
5316,"Alifiya HP DeskJet 2131 All-in-One Printer Washable Nylon Cover (Blue) Its manufacture from good quality material.This cove is save your printer from dust. This printer cover is washable ,so when ever if cover is dirty you can wash with water.",Electronics
5317,"Metier Handmade Stainless Steel Premium Quality Dinner Fork Set of 6 Pcs in a Wooden Gift Box Metier presents truly designer handmade cutlery set collection.International size bowls ideal for party, Special Occasion as wells for daily use. The working ends are modern, functional and comfortable. This cutlery set will be a great addition to your existing cutlery collection. They are made of high quality stainless steel with a high polished finish. Each Item is uniquely handmade and so there might be slight difference in each other item/set. Set of 6 Pcs Dinner Fork is displayed and rest of pieces packed inside the box.",Household
5318,"amicikart Stainless Steel Digital Display Vernier Caliper 150mm Fraction/MM/Inch High Fine polished stainless steel and new processing of depthometer's groove give better looking, smooth sliding, and accurate result, Three measuring modes: one button quick change between three measuring modes: inch, fractions, mm",Household
5319,"IFB Neptune VX Fully Electronic Dishwasher (12 Place Settings, Dark Silver) Product Description Doing up the dishes is not just an essential and important task since it has to be a clean and hygienic process otherwise it could turn out to be a health hazard. Driving out the daily woes, the IFB Neptune VX Fully Electronic Dishwasher with many advanced features not only brings about the sparkle to the utensils but is also a user friendly product.  Jet washer mode: This fast and efficient mode is for cleaning the lesser greasy utensils like coffee mugs, tea cups, milk and tea making utensils. Thanks to this mode, one can clean the utensils in not more than 18 minutes using its four-place settings capacity, and get sparkling and new-looking utensils in a matter of minutes.  Energy saving efficiency: With a consumption rate of just around nine litres of water per day, this is an ideal machine that does not just clean the dishes but also saves water and power.  Adjustable racks for custom space: The dishwasher comes with racks and shelves adjustable through its height. This provides an ease of access to all the users and introduces more flexibility to the users for efficient cleaning.  Flexible half-load mode: This option allows one to load either the upper rack or the lower rack or both of them together depending on the kind of utensils lined up for cleaning. The functionality does not fall whether the dishwasher is half-loaded or fully loaded.  Water softening device for better cleaning: With its water softening device, the dishwasher can soften hard water up to 60 dh so that the detergent can dissolve perfectly in it, thereby cleaning the dishes and utensils more efficiently. This also leads to optimized detergent uses.  Steam drying option: This function tends to vaporize all the moisture, leaving the utensils perfectly dried out without leaving a speck of detergent or moisture mark over them. This makes the utensils look all new and fresh. From the Manufacturer  If there is one appliance that can take away your domestic woes at the press of a button, it should be the Neptune VX dishwasher. With 12 place settings and Flexible Half-load Option to Water Softening Device, a host of features help make your dishes sparkling clean.   Smart DesignA hi-tech control panel complete with a stunning silver finish adds to the overall allure of Neptune VX. This impressive work of industrial design combines aesthetics and functionality, while blending into your kitchen decor with elegant ease.    Jet WashIn Jet Wash mode, you can put fresh, comparatively less dirty, coffee, milk and tea dishes into the machine and clean them in flat 18 minutes. Not to mention this is one of the fastest dishwasher programs in the world. It cleans your dishes with 4 place settings capacity, and you have sparkling new dishes in a matter of minutes.    Super Energy EfficiencyNeptune VX's A++ energy efficiency helps you save big on your annual electricity bills and ensures your carbon footprint is lesser compared to the counterparts. A wallet-friendly water bill is also not out of your reach with a consumption rate of just 9 litres of water per day.   Adjustable RacksWith our adjustable racks, you have flexibility on your side. Move the racks and shelves through the height adjustable notches to best fit your utensils.    Flexible Half LoadThis option allows you to load either the upper or lower or both the baskets as per your needs for easy and sundry washing.   Steam DryingSteam drying ensures perfect drying of your utensils without any marks, drops or streaks on your dishes even when you choose a short programme. Now get spotlessly clean and dry utensils.    Water Softening DeviceWater Softening Device softens water up to 60 dh thereby increasing detergent efficiency. This paves the way for optimized detergent usage, minimizing environmental hazards. Just a small step towards caring for the environment and a better tomorrow.   Technical SpecificationWater Supply Hose3/4 BSP Internal ConnectorWater Pressure Range (bar)0.3 to 10Voltage (V)220 - 240Electric Supply (Amps)Single Phase15Frequency (Hz)50Heating Element (KW)2Maximum Power (KW)2.2Noise Level db (A)52GeneralTypeFreestandingControlFully ElectronicCapacity12 Place SettingsWarranty2 YearsMetal FilterYesAestheticsColourDark SilverLED Indicator for Program StatusYesBasket MaterialVinyl Coated Galvanised IronDoor Open Depth (cm)115Push ButtonYesFeaturesFoldable wires in lower rackYesShelves in upper rack4LED Indicator for Rinse AidYesLED Indicator for Salt RefillYesMug shelf in upper rackAdjustableHeight adjustable upper rackYesModular Lower Cutlery BasketYesWater spray showerYesWater spray arms2Delay StartYesFlexible Half LoadYesSteam DryingYesWater Softening Device (Upto 60 dH)YesAdjustable Feet4 Washing ProgramsNo of Programs9EconomicYesHygieneYesNormalYesPrewashYesQuickYesSuper 55' 60 °CYesAuto delicate 30-50YesAuto normal 50-60YesAuto intensive 60-70YesSafetyChild Safety LockYesLED Display on Control Panel for Error DetectionYesPerformanceEnergy Consumption (KWH)1.26Water Consumption (L)10.6-22.7Physical SpecificationNet Dimension (W x D x H - mm)596 x 598 x 845Net Weight (Kg)50",Household
5320,"JBL GO Portable Wireless Bluetooth Speaker with Mic (Pink) Colour:Pink   Packed in a pocket-size body, JBL Go speaker delivers powerful and high impact sound. It takes the entertainment quotient higher with its effective audio output which comes at a reasonable price range. This speaker is designed with minimalistic approach to size and is easily portable. You can carry it to family picnics, beach parties, sports practice or to your evening walks for keeping yourself entertained. The beauty of this JBL speaker is that it comes with Bluetooth connectivity. You can play your favourite sound tracks available on your mobile phone by simply pairing this speaker to it. It gives you 5 hours of non-stop entertainment once fully charged. This JBL speaker also has aux-in slot available that enables you to connect various other media devices to it. The built-in speaker phone available on this JBL speaker has noise cancellation technology. It allows you to take calls conveniently. This dual functionality makes this speaker a great value for money product..",Electronics
5321,Sini Mini Girl's Dot Print Capri Pants - Pack of 4 This outwear for kids is extremely easy to carry and is made up of quality material that lasts long.,Clothing & Accessories
5322,"Little Artist Series Fruits: Copy Colour Books About the Author Wonder House has a dedicated team of editors and designers involved in the development of magnificent and enriching children books. The team pays special attention to develop age appropriate content and does extensive research on every topic included in the book. Our mission is to develop highly informative content which will help the children to master different skills. At Wonder House, we strive to make learning a joy.",Books
5323,"Sand Dune Cotton Kid's Terry Half Sleeve Knee Length with Waist Hood Bathrobe (Red and Navy Blue, 6-7 Years) Size:6-7 Years                                                                                 |                            Color Name:Red   Terry cotton hood kids bathrobe is available in the diffrent colors: pink, blue, sky blue, navy blue, turquoise, rani, red and cherry. It is available for age group between 4 to 14 years for boys and girls and is double stitched for durability. Cover up your kid in comfort with this Sand Dune hood bath robe. Hooded bath robe is crafted from a light weight fabric and features short sleeves and an open front with a waist belt to hold it in place with a pocket. It falls at knee-length height. Our kids hooded terry bathrobe comes in a variety of color options that can to fit to your company's and anyone's preference, as well as makes the perfect gift for anyone on your list. Kids hooded cover-up is cozy and elegant and is highly water absorbent. This bath robe is made up of a 100% terry towel cotton material, crafted to pamper your kids skin. It absorbs water easily, making it a great choice to wear right after your child shower or bath. You can also use it for trips to the spa, sauna, and pool ideally relaxing for children. Made of absorbent terry cloth interior and exterior. This robe will keep childern warm and conserve body heat. Your kid will feel and look stylish by wearing this bath gown set from Sand Dune, this set comprises a gown and matching robe with pocket and this set is regular fit. You can wear this set after bath for a feel. Machine washable, cold water. Hang to dry or low heat setting on dryer. Product colour may slightly vary due to photographic lighting sources or your monitor settings.",Household
5324,MuscleXP Biotin Hair Skin and Nails Complete Multivitamin with Amino Acids - 60 Tablets,Electronics
5325,"Sofix Bonsai Blossom Artificial Flowers with Wooden Pot Home Decorative Flower Pot (Red White) Color Name:red white   Best quality orchid peach blossom Flower pot by Sofix. Beautiful flowers arranged by our craftsman for various decoration purpose. Size - 17inch Flowers : Orchid Color : White with greenish shade Total number of flowers : 120 Approx. Total Sticks : 12 Please Note : This arrangement is done in Foam based Wooden Pot (pot size:3.5by2.5by3.5inch). Note- If you need quality product, then please buy from Sofix for a wonderful product experience as we take pride in every single order and want our customers 100% satisfied with our product.",Household
5326,"Intel 8Th Generation I3 8100 3.6GHZ Quad Core/ 4 Core/ 4 Threads / Coffee Lake / Lga-1151 Socket / Ddr4 Size name:Processor                                                                                 |                            Style name:Core i3-8100   Prepare to be amazed with the 8th Generation Intel Core Desktop Processor family. The 8th Generation Intel Core i3-8100 comes with 4 processing Cores and 4 Threads. That's 2 additional Cores versus the previous generation for more processing power. This entry level Intel Core processor redefines mainstream desktop PC performance. Immerse yourself in your favorite media content while the Intel UHD Graphics 630 provides you with a much richer visual experience. Be sure to pair your 8th Gen desktop processor with a motherboard based on the Intel 300 series chipset. Experience new system acceleration when paired with Intel Optane Memory and a 2.5"" HDD. Supports two-channel DDR4 memory technology, which allows your system to have up to 64 GB of memory and up to 2400 MT/s memory transfer speeds.",Electronics
5327,"All Time Plastics Classic Mixing Bowl Set, 4-Pieces, Multicolour Simplify your cooking with this All Time Classic Mixing Bowl Set that is designed according to everyday needs. This set of 4 Classic Mixing Bowls can be used for carrying dry as well as liquid food. The perfect assortment of sizes allows them to have multiple uses ranging from cake batter mixing, salad tossing, dosa-Idli-Dhokla batter, storing fruits to even serving chips, popcorn and snacks. It is microwave and dishwasher safe and made with high quality, BPA free, 100% food grade plastic. A one stop shop for all your kitchenware needs at all times! 99% Safe is Meaningless; Safety has to be 100%, All Time! Safer, smarter, superior therefore the All Time Best.",Household
