unique_id,age,Gender,Math_Score,Reading_Score,Writing_Score,Lunch
JKT-0290,15,Female,37,85,5,Standard
JKT-5520,15,Female,89,41,15,Standard
JKT-3168,16,Female,97,54,54,Standard
JKT-0967,17,Male,8,65,6,Free/Reduced
JKT-3636,17,Male,51,62,31,Free/Reduced
JKT-6550,15,Male,91,73,47,Standard
JKT-3598,15,Female,37,67,61,Free/Reduced
JKT-9362,18,Male,50,20,67,Standard
JKT-3231,15,Male,69,82,28,Free/Reduced
JKT-2837,18,Male,74,3,51,Standard
JKT-4633,17,Female,32,26,93,Standard
JKT-9488,16,Male,11,95,84,Free/Reduced
JKT-8378,15,Female,38,9,99,Free/Reduced
JKT-2253,15,Female,55,49,53,Standard
JKT-9644,16,Male,93,12,48,Free/Reduced
JKT-6511,15,Male,77,99,63,Free/Reduced
JKT-7532,17,Male,24,7,11,Free/Reduced
JKT-2642,15,Male,64,78,93,Standard
JKT-2555,18,Male,40,17,94,Standard
JKT-5145,18,Male,75,4,54,Standard
JKT-1262,17,Female,54,68,21,Free/Reduced
JKT-4798,16,Female,80,43,18,Standard
JKT-3195,18,Female,75,60,57,Free/Reduced
JKT-1508,18,Female,23,23,54,Standard
JKT-0336,18,Male,100,52,86,Free/Reduced
JKT-5419,18,Male,43,79,86,Standard
JKT-7108,17,Female,67,56,92,Standard
JKT-3936,17,Male,12,59,1,Standard
JKT-0484,15,Male,12,11,20,Standard
JKT-9645,18,Male,24,11,46,Free/Reduced
JKT-9009,17,Male,63,81,3,Standard
JKT-0653,18,Male,22,47,44,Standard
JKT-9447,16,Female,39,49,65,Standard
JKT-7820,15,Male,8,100,52,Standard
JKT-6463,17,Female,54,63,17,Standard
JKT-7285,17,Female,50,78,26,Free/Reduced
JKT-8525,15,Male,72,71,26,Free/Reduced
JKT-2362,18,Female,87,84,82,Standard
JKT-9989,17,Female,26,82,19,Standard
JKT-0061,16,Female,42,100,97,Standard
JKT-4919,16,Female,31,69,89,Standard
JKT-7969,16,Female,96,1,94,Free/Reduced
JKT-4014,18,Female,24,40,25,Standard
JKT-7098,16,Female,40,76,36,Standard
JKT-3148,18,Female,32,34,58,Standard
JKT-3549,18,Female,66,60,52,Standard
JKT-1817,18,Male,36,59,19,Standard
JKT-0582,15,Male,45,65,67,Standard
JKT-4783,17,Female,22,28,88,Free/Reduced
JKT-6794,17,Male,77,77,16,Free/Reduced
JKT-1981,15,Male,47,86,36,Free/Reduced
JKT-1641,15,Female,57,86,90,Standard
JKT-5090,18,Female,11,4,36,Free/Reduced
JKT-3638,18,Female,83,16,30,Free/Reduced
JKT-9609,15,Female,36,36,28,Standard
JKT-7324,18,Male,3,14,49,Standard
JKT-3969,16,Female,72,13,68,Free/Reduced
JKT-7056,17,Female,16,85,0,Standard
JKT-7458,17,Female,22,6,82,Standard
JKT-4898,15,Male,79,65,74,Standard
JKT-8504,16,Male,74,58,53,Free/Reduced
JKT-5456,18,Male,1,17,59,Free/Reduced
JKT-8981,18,Female,43,97,9,Standard
JKT-3072,18,Male,6,90,3,Free/Reduced
JKT-1032,17,Male,4,24,43,Free/Reduced
JKT-5538,16,Male,5,45,89,Standard
JKT-6720,17,Female,88,4,72,Free/Reduced
JKT-6784,15,Male,88,8,86,Free/Reduced
JKT-0363,15,Female,53,67,13,Free/Reduced
JKT-5417,15,Male,59,58,28,Free/Reduced
JKT-1297,15,Female,30,84,71,Free/Reduced
JKT-8066,15,Male,63,6,51,Free/Reduced
JKT-4977,16,Male,8,62,49,Standard
JKT-7383,18,Female,72,96,89,Free/Reduced
JKT-9161,16,Female,13,64,52,Standard
JKT-5191,17,Male,73,80,83,Standard
JKT-6738,16,Female,86,22,100,Free/Reduced
JKT-5034,16,Male,95,60,54,Standard
JKT-8238,18,Male,15,24,16,Standard
JKT-4764,16,Male,51,7,83,Free/Reduced
JKT-1138,18,Female,21,57,64,Free/Reduced
JKT-7296,15,Female,29,61,66,Free/Reduced
JKT-3444,16,Female,99,88,76,Free/Reduced
JKT-2684,17,Male,9,57,73,Standard
JKT-7553,17,Female,9,37,2,Free/Reduced
JKT-5180,16,Male,63,22,100,Standard
JKT-9599,16,Female,93,87,84,Free/Reduced
JKT-2848,16,Male,49,71,55,Standard
JKT-8023,15,Female,72,15,44,Standard
JKT-2134,17,Female,52,29,11,Free/Reduced
JKT-5908,17,Male,36,31,92,Standard
JKT-1328,18,Female,57,29,58,Standard
JKT-7967,16,Male,40,61,25,Standard
JKT-9450,18,Male,4,13,15,Free/Reduced
JKT-3891,15,Male,93,27,19,Free/Reduced
JKT-5904,16,Female,28,46,36,Standard
JKT-5901,15,Male,88,25,73,Standard
JKT-2701,18,Female,7,97,33,Standard
JKT-9847,18,Male,51,87,63,Free/Reduced
JKT-0282,18,Female,71,42,35,Free/Reduced
JKT-5069,15,Male,17,77,63,Free/Reduced
JKT-7825,16,Female,26,0,18,Free/Reduced
JKT-0109,16,Female,69,37,18,Standard
JKT-4781,16,Female,47,37,8,Free/Reduced
JKT-4392,15,Female,28,59,46,Standard
JKT-6730,16,Female,85,16,87,Free/Reduced
JKT-0390,16,Male,58,60,16,Standard
JKT-0558,17,Male,69,25,0,Standard
JKT-5750,16,Female,24,76,77,Standard
JKT-3504,18,Male,41,4,32,Standard
JKT-3180,16,Female,60,59,69,Free/Reduced
JKT-0349,18,Male,26,87,20,Free/Reduced
JKT-4449,18,Male,53,100,62,Standard
JKT-3412,18,Male,10,10,44,Standard
JKT-2914,17,Female,47,96,49,Standard
JKT-7730,17,Male,84,0,9,Standard
JKT-7785,15,Male,72,97,65,Standard
JKT-2558,18,Female,68,71,90,Standard
JKT-3907,16,Male,18,23,8,Free/Reduced
JKT-3693,18,Male,44,62,4,Standard
JKT-2052,17,Male,57,64,62,Free/Reduced
JKT-8574,16,Male,41,39,15,Free/Reduced
JKT-2356,16,Female,32,27,25,Free/Reduced
JKT-7511,15,Male,37,34,63,Free/Reduced
JKT-7560,17,Male,74,24,30,Free/Reduced
JKT-3840,18,Female,49,58,2,Standard
JKT-3153,15,Male,89,20,2,Free/Reduced
JKT-3375,17,Female,21,86,93,Free/Reduced
JKT-6959,16,Female,52,57,95,Free/Reduced
JKT-8925,18,Male,72,13,42,Free/Reduced
JKT-1681,17,Female,28,6,22,Standard
JKT-3138,15,Male,71,8,59,Standard
JKT-4372,17,Male,73,0,54,Standard
JKT-6878,18,Male,41,35,40,Free/Reduced
JKT-3907,17,Male,43,30,68,Free/Reduced
JKT-3528,16,Male,45,82,67,Free/Reduced
JKT-1530,18,Male,16,54,18,Standard
JKT-6856,16,Female,93,28,93,Standard
JKT-6979,16,Male,44,21,100,Free/Reduced
JKT-7001,16,Female,52,19,53,Free/Reduced
JKT-8994,16,Male,78,77,30,Free/Reduced
JKT-2907,15,Female,61,86,70,Standard
JKT-7422,16,Male,0,15,92,Standard
JKT-2783,15,Female,100,91,88,Free/Reduced
JKT-4564,15,Male,69,24,52,Standard
JKT-3913,18,Female,38,54,56,Standard
JKT-3108,16,Female,51,70,53,Standard
JKT-6247,17,Female,32,100,2,Standard
JKT-4063,17,Female,66,20,7,Free/Reduced
JKT-0307,15,Male,64,57,90,Free/Reduced
JKT-8325,15,Female,32,94,9,Standard
JKT-0066,15,Male,19,88,70,Standard
JKT-2680,17,Female,73,68,70,Standard
JKT-2760,16,Male,46,59,32,Standard
JKT-4237,16,Female,13,93,85,Free/Reduced
JKT-6869,15,Male,1,36,4,Free/Reduced
JKT-5023,17,Male,41,20,24,Free/Reduced
JKT-6943,16,Male,85,52,54,Standard
JKT-6307,18,Male,52,18,55,Free/Reduced
JKT-5364,18,Female,91,86,40,Free/Reduced
JKT-9777,15,Male,9,26,47,Free/Reduced
JKT-0553,17,Female,54,8,16,Standard
JKT-5524,16,Female,67,22,90,Standard
JKT-0755,16,Male,49,33,45,Standard
JKT-0460,18,Male,75,97,7,Standard
JKT-4069,15,Male,6,32,57,Free/Reduced
JKT-2451,15,Male,97,5,31,Standard
JKT-2959,17,Female,76,81,52,Free/Reduced
JKT-2371,18,Female,39,100,98,Standard
JKT-6908,18,Female,6,58,91,Standard
JKT-3104,18,Female,97,69,13,Standard
JKT-7921,17,Male,72,89,88,Standard
JKT-0679,18,Male,28,32,15,Free/Reduced
JKT-6089,16,Male,2,99,3,Free/Reduced
JKT-4019,17,Female,46,23,41,Free/Reduced
JKT-4051,17,Female,11,39,9,Standard
JKT-6431,18,Female,87,46,69,Standard
JKT-9653,16,Male,77,62,89,Free/Reduced
JKT-8782,17,Female,17,86,18,Standard
JKT-1246,15,Male,60,41,48,Standard
JKT-4422,18,Male,57,54,33,Free/Reduced
JKT-0440,16,Female,70,31,38,Free/Reduced
JKT-3467,17,Male,70,36,49,Free/Reduced
JKT-7540,16,Male,8,84,33,Standard
JKT-0635,17,Female,70,45,31,Free/Reduced
JKT-2027,15,Male,62,86,25,Standard
JKT-6024,17,Male,93,15,58,Free/Reduced
JKT-6388,17,Male,44,33,42,Free/Reduced
JKT-1312,17,Male,18,2,73,Free/Reduced
JKT-7029,15,Male,0,46,68,Standard
JKT-9080,17,Male,57,89,53,Free/Reduced
JKT-7344,18,Male,97,3,42,Standard
JKT-7755,15,Male,24,70,70,Standard
JKT-5056,18,Female,30,84,35,Standard
JKT-7079,18,Male,49,58,50,Free/Reduced
JKT-4875,16,Male,73,87,33,Standard
JKT-8004,15,Female,95,26,52,Standard
JKT-8091,17,Male,38,27,99,Free/Reduced
JKT-1023,16,Female,75,15,4,Standard
JKT-2900,17,Male,75,85,98,Free/Reduced
JKT-4387,18,Female,46,65,83,Free/Reduced
JKT-1945,18,Male,78,79,18,Standard
JKT-8156,15,Male,56,15,42,Free/Reduced
JKT-4397,17,Male,58,28,52,Standard
JKT-3279,18,Female,61,67,89,Free/Reduced
JKT-0990,16,Male,94,96,17,Standard
JKT-5537,15,Female,46,8,86,Standard
JKT-2710,18,Male,36,99,45,Standard
JKT-8509,17,Female,64,83,27,Free/Reduced
JKT-4434,16,Female,91,80,45,Free/Reduced
JKT-6451,15,Male,88,65,93,Free/Reduced
JKT-6750,18,Female,90,84,65,Free/Reduced
JKT-4804,16,Male,83,40,93,Standard
JKT-0346,16,Female,45,86,82,Free/Reduced
JKT-7387,16,Male,47,89,1,Free/Reduced
JKT-8033,16,Male,31,28,55,Free/Reduced
JKT-3469,16,Male,18,51,34,Standard
JKT-1657,17,Male,73,88,20,Standard
JKT-0947,17,Female,60,83,63,Standard
JKT-2780,15,Male,30,3,62,Standard
JKT-9142,15,Female,41,94,2,Free/Reduced
JKT-8104,16,Male,58,94,35,Free/Reduced
JKT-2286,18,Male,63,68,31,Standard
JKT-7534,15,Female,77,74,50,Free/Reduced
JKT-1800,17,Female,37,13,16,Free/Reduced
JKT-0778,18,Male,32,1,57,Standard
JKT-2856,17,Female,70,97,38,Free/Reduced
JKT-7339,16,Female,66,76,21,Free/Reduced
JKT-2708,17,Male,95,100,39,Standard
JKT-7801,16,Male,30,4,40,Free/Reduced
JKT-5139,15,Female,32,37,5,Standard
JKT-3887,18,Male,59,43,45,Standard
JKT-2854,18,Male,16,31,85,Standard
JKT-5372,15,Female,0,20,22,Free/Reduced
JKT-2417,15,Male,77,94,57,Free/Reduced
JKT-6812,15,Female,69,100,0,Free/Reduced
JKT-2660,16,Female,43,39,4,Free/Reduced
JKT-8096,16,Male,33,78,40,Standard
JKT-3355,18,Male,9,60,25,Free/Reduced
JKT-4485,17,Male,10,0,87,Standard
JKT-0297,16,Female,35,4,97,Standard
JKT-4348,17,Female,73,4,85,Standard
JKT-9605,17,Male,62,100,15,Standard
JKT-2682,16,Female,88,25,17,Free/Reduced
JKT-1303,18,Male,27,45,72,Standard
JKT-1080,18,Male,81,80,51,Free/Reduced
JKT-6017,17,Male,41,40,12,Standard
JKT-7763,18,Male,13,28,77,Free/Reduced
JKT-4774,18,Male,35,31,90,Free/Reduced
JKT-4547,17,Male,75,3,86,Free/Reduced
JKT-4555,15,Male,31,96,49,Free/Reduced
JKT-4138,15,Female,62,33,43,Standard
JKT-7940,16,Male,56,13,10,Standard
JKT-6783,16,Male,4,30,92,Standard
JKT-0802,15,Female,84,54,39,Standard
JKT-3653,16,Female,71,5,17,Standard
JKT-7963,15,Male,70,59,56,Standard
JKT-7183,16,Male,33,68,76,Standard
JKT-5976,15,Male,67,41,38,Standard
JKT-8311,17,Male,15,71,16,Standard
JKT-8356,17,Female,77,47,4,Standard
JKT-7897,17,Male,22,65,94,Free/Reduced
JKT-9662,15,Female,90,23,57,Standard
JKT-9201,15,Male,55,37,73,Standard
JKT-8203,18,Female,2,44,45,Free/Reduced
JKT-3437,16,Male,48,68,19,Free/Reduced
JKT-2028,18,Male,30,26,15,Free/Reduced
JKT-5763,15,Female,10,94,12,Standard
JKT-2056,17,Female,45,29,29,Free/Reduced
JKT-1234,16,Female,98,25,69,Free/Reduced
JKT-4637,18,Female,94,98,8,Standard
JKT-0960,16,Male,6,51,40,Free/Reduced
JKT-6740,17,Male,89,61,29,Free/Reduced
JKT-9319,17,Female,79,22,37,Standard
JKT-5674,18,Male,78,4,18,Free/Reduced
JKT-1621,15,Female,46,93,5,Standard
JKT-7852,17,Male,44,37,62,Free/Reduced
JKT-7409,17,Male,15,20,78,Free/Reduced
JKT-9794,17,Female,61,11,71,Standard
JKT-8842,16,Male,81,58,99,Free/Reduced
JKT-2760,17,Male,29,56,72,Standard
JKT-7207,18,Female,57,7,43,Free/Reduced
JKT-3671,15,Male,12,36,33,Free/Reduced
JKT-2271,17,Female,35,56,5,Free/Reduced
JKT-7398,15,Female,80,85,62,Free/Reduced
JKT-7196,18,Female,92,5,19,Standard
JKT-4484,15,Male,91,62,43,Free/Reduced
JKT-6261,16,Female,15,50,90,Standard
JKT-4222,17,Male,58,46,90,Standard
JKT-4883,16,Male,39,19,38,Free/Reduced
JKT-3828,15,Male,55,73,74,Standard
JKT-1384,17,Female,85,58,60,Free/Reduced
JKT-0002,15,Female,35,96,71,Free/Reduced
JKT-9545,16,Male,47,70,100,Free/Reduced
JKT-3634,17,Female,2,41,61,Free/Reduced
JKT-6710,15,Male,26,96,86,Standard
JKT-0311,18,Male,39,60,20,Standard
JKT-4708,16,Male,45,91,61,Standard
JKT-2126,18,Male,32,95,3,Free/Reduced
JKT-6300,18,Male,24,73,25,Standard
JKT-0434,17,Male,47,87,11,Standard
JKT-8986,17,Female,45,19,50,Standard
JKT-0592,17,Female,33,98,58,Standard
JKT-6969,18,Female,28,77,89,Standard
JKT-8908,15,Male,22,70,40,Free/Reduced
JKT-2112,17,Female,85,22,36,Free/Reduced
JKT-5398,17,Male,27,18,74,Standard
JKT-1650,15,Female,87,74,52,Free/Reduced
JKT-0619,17,Male,41,93,86,Free/Reduced
JKT-2320,15,Male,93,30,92,Standard
JKT-2068,15,Female,93,31,97,Standard
JKT-5510,17,Female,53,15,45,Standard
JKT-0151,15,Male,43,56,31,Standard
JKT-5769,15,Male,56,72,85,Free/Reduced
JKT-1030,17,Female,77,18,61,Free/Reduced
JKT-5384,15,Female,5,46,2,Free/Reduced
JKT-8862,17,Female,38,76,88,Free/Reduced
JKT-3302,15,Female,29,19,2,Free/Reduced
JKT-4286,18,Female,22,51,69,Standard
JKT-3019,15,Female,44,45,97,Standard
JKT-0315,17,Male,10,19,74,Standard
JKT-5173,15,Female,25,90,84,Free/Reduced
JKT-4025,18,Male,9,46,92,Standard
JKT-7441,16,Male,32,27,39,Free/Reduced
JKT-9307,18,Female,47,81,100,Standard
JKT-8156,16,Male,12,66,3,Standard
JKT-8150,16,Male,2,18,9,Free/Reduced
JKT-4792,15,Female,76,82,68,Standard
JKT-7417,17,Female,20,90,47,Standard
JKT-0137,16,Female,13,57,100,Free/Reduced
JKT-3505,18,Female,63,87,30,Free/Reduced
JKT-7488,15,Female,88,94,56,Free/Reduced
JKT-1543,16,Male,4,10,77,Free/Reduced
JKT-9404,15,Female,59,44,14,Standard
JKT-5109,17,Female,79,10,8,Free/Reduced
JKT-5874,16,Male,53,40,30,Standard
JKT-6144,15,Male,14,87,96,Standard
JKT-2997,17,Male,4,70,77,Standard
JKT-9083,16,Female,73,40,53,Free/Reduced
JKT-7039,18,Male,100,23,97,Standard
JKT-2642,18,Female,10,3,59,Free/Reduced
JKT-0206,16,Male,25,12,31,Standard
JKT-1277,15,Female,65,45,28,Standard
JKT-8195,16,Female,37,60,84,Free/Reduced
JKT-1622,16,Male,65,100,84,Standard
JKT-7829,16,Female,55,31,6,Free/Reduced
JKT-9478,17,Male,27,95,76,Standard
JKT-0177,16,Female,69,26,86,Standard
JKT-4728,16,Female,20,75,18,Standard
JKT-3213,17,Female,64,79,59,Standard
JKT-4651,15,Female,43,30,45,Free/Reduced
JKT-7480,18,Male,3,56,38,Standard
JKT-5132,17,Male,93,94,1,Standard
JKT-9062,18,Male,53,4,84,Standard
JKT-9001,15,Male,7,19,74,Free/Reduced
JKT-9614,17,Male,70,97,63,Standard
JKT-1706,16,Male,59,66,44,Standard
JKT-6097,17,Female,23,39,54,Free/Reduced
JKT-7693,18,Female,28,63,82,Standard
JKT-4217,16,Male,11,14,88,Free/Reduced
JKT-8475,16,Male,55,44,11,Free/Reduced
JKT-6083,17,Male,76,51,42,Standard
JKT-8980,16,Male,69,63,29,Standard
JKT-4205,16,Female,91,0,3,Free/Reduced
JKT-1670,15,Male,36,15,52,Standard
JKT-8289,17,Male,91,73,83,Free/Reduced
JKT-8647,16,Male,59,1,52,Standard
JKT-2003,17,Male,81,65,48,Standard
JKT-4985,17,Female,56,2,63,Free/Reduced
JKT-6205,15,Male,37,36,48,Standard
JKT-7491,18,Male,57,6,29,Free/Reduced
JKT-5600,17,Female,92,18,9,Free/Reduced
JKT-5441,18,Male,68,3,64,Free/Reduced
JKT-7445,15,Male,22,86,96,Standard
JKT-5472,16,Female,16,25,44,Free/Reduced
JKT-5455,16,Male,77,52,43,Free/Reduced
JKT-8445,17,Male,1,73,89,Free/Reduced
JKT-7934,17,Male,58,60,49,Free/Reduced
JKT-6191,17,Female,37,19,0,Standard
JKT-1186,16,Female,15,3,32,Standard
JKT-7015,17,Female,65,61,9,Standard
JKT-5423,16,Female,40,52,69,Free/Reduced
JKT-8453,16,Female,84,65,11,Free/Reduced
JKT-5150,17,Male,1,9,67,Standard
JKT-8439,16,Female,95,58,70,Free/Reduced
JKT-7936,16,Male,15,1,0,Standard
JKT-0679,18,Female,4,77,8,Standard
JKT-5667,16,Female,41,100,64,Free/Reduced
JKT-8426,17,Male,61,16,29,Standard
JKT-0184,15,Female,14,76,12,Free/Reduced
JKT-0352,16,Female,20,46,56,Standard
JKT-1796,15,Female,60,50,27,Standard
JKT-6905,18,Male,26,41,69,Standard
JKT-8909,18,Female,24,19,76,Standard
JKT-5647,18,Female,77,50,57,Free/Reduced
JKT-3915,17,Male,87,4,31,Standard
JKT-2642,16,Male,48,73,6,Free/Reduced
JKT-2505,15,Female,6,98,37,Standard
JKT-1790,16,Male,93,92,23,Free/Reduced
JKT-2823,18,Male,24,7,68,Standard
JKT-7753,16,Male,70,91,87,Standard
JKT-7531,18,Male,80,0,37,Free/Reduced
JKT-5633,15,Male,74,44,67,Free/Reduced
JKT-6530,18,Female,25,32,78,Standard
JKT-3746,16,Female,24,28,82,Free/Reduced
JKT-6781,16,Female,78,74,1,Standard
JKT-2925,15,Male,49,62,37,Free/Reduced
JKT-3494,15,Male,44,46,30,Standard
JKT-6059,15,Female,24,5,31,Free/Reduced
JKT-7039,16,Female,26,4,44,Free/Reduced
JKT-5201,15,Female,25,61,13,Free/Reduced
JKT-3444,15,Female,32,2,12,Free/Reduced
JKT-7400,16,Female,86,78,77,Free/Reduced
JKT-5823,18,Female,48,0,50,Standard
JKT-9050,18,Male,26,43,64,Free/Reduced
JKT-2892,17,Male,34,6,5,Free/Reduced
JKT-4215,18,Female,59,89,51,Free/Reduced
JKT-4835,16,Male,58,20,22,Standard
JKT-3773,15,Female,84,64,77,Standard
JKT-5063,18,Female,74,17,90,Free/Reduced
JKT-2868,15,Male,89,82,25,Free/Reduced
JKT-7081,15,Male,35,31,70,Standard
JKT-5504,16,Male,74,18,5,Standard
JKT-2390,18,Female,42,53,84,Free/Reduced
JKT-9191,17,Female,73,68,95,Free/Reduced
JKT-5048,18,Male,48,80,57,Free/Reduced
JKT-1748,15,Male,1,29,91,Standard
JKT-0562,17,Male,60,13,1,Free/Reduced
JKT-4421,15,Female,75,93,79,Free/Reduced
JKT-2723,15,Female,18,75,18,Standard
JKT-2122,16,Male,85,60,62,Standard
JKT-5217,17,Male,18,84,80,Free/Reduced
JKT-5220,16,Male,94,73,23,Standard
JKT-6681,18,Female,36,44,49,Standard
JKT-3372,15,Male,64,53,55,Standard
JKT-9977,16,Male,17,42,69,Standard
JKT-3260,16,Female,75,75,64,Standard
JKT-9205,17,Female,57,100,53,Standard
JKT-7906,18,Male,56,46,90,Standard
JKT-6617,18,Female,76,80,7,Standard
JKT-3749,17,Female,72,58,93,Standard
JKT-1489,16,Female,45,1,45,Free/Reduced
JKT-2870,17,Male,37,59,14,Free/Reduced
JKT-7409,16,Male,91,75,46,Standard
JKT-4228,15,Male,96,80,78,Free/Reduced
JKT-5527,15,Female,95,99,56,Free/Reduced
JKT-2077,17,Female,13,19,72,Free/Reduced
JKT-1658,16,Female,4,38,55,Standard
JKT-8274,18,Male,8,57,95,Free/Reduced
JKT-0263,18,Male,70,40,25,Free/Reduced
JKT-4820,18,Male,65,22,21,Free/Reduced
JKT-2735,15,Male,31,89,55,Standard
JKT-9633,18,Male,24,68,79,Standard
JKT-6786,17,Female,47,9,36,Standard
JKT-3594,18,Male,18,94,84,Free/Reduced
JKT-6957,16,Male,80,90,82,Standard
JKT-8184,15,Male,6,97,7,Standard
JKT-0636,15,Female,36,77,34,Free/Reduced
JKT-7156,16,Female,14,44,74,Standard
JKT-5863,16,Female,30,31,9,Standard
JKT-5865,18,Female,75,98,89,Standard
JKT-1884,18,Male,78,33,0,Standard
JKT-8472,15,Female,94,64,10,Standard
JKT-9109,16,Male,22,78,87,Standard
JKT-3233,18,Female,52,2,60,Free/Reduced
JKT-2056,17,Female,51,3,4,Free/Reduced
JKT-7075,17,Female,1,88,51,Standard
JKT-8047,17,Male,85,49,75,Free/Reduced
JKT-2758,16,Female,4,27,19,Standard
JKT-0558,17,Male,31,72,57,Standard
JKT-7382,16,Male,51,90,7,Free/Reduced
JKT-6384,18,Female,85,22,80,Standard
JKT-8952,18,Male,17,55,56,Standard
JKT-6187,15,Male,74,82,65,Standard
JKT-7982,16,Female,74,77,78,Standard
JKT-2139,17,Female,65,68,82,Standard
JKT-7187,18,Male,59,43,70,Standard
JKT-5757,18,Male,79,41,58,Free/Reduced
JKT-9089,17,Male,20,18,20,Standard
JKT-7965,15,Male,70,53,1,Free/Reduced
JKT-9991,16,Female,5,23,74,Free/Reduced
JKT-8124,16,Female,7,27,82,Free/Reduced
JKT-5965,16,Female,11,85,80,Free/Reduced
JKT-3963,18,Male,63,45,100,Standard
JKT-1622,15,Female,28,37,28,Free/Reduced
JKT-5659,17,Male,88,18,28,Free/Reduced
JKT-9699,16,Female,2,80,10,Standard
JKT-1734,15,Male,43,67,51,Free/Reduced
JKT-4928,15,Female,48,30,76,Standard
JKT-1034,16,Female,1,7,83,Free/Reduced
JKT-7100,15,Male,70,10,23,Free/Reduced
JKT-5236,17,Male,57,68,33,Free/Reduced
JKT-1127,15,Female,78,5,32,Free/Reduced
JKT-6733,18,Male,53,41,39,Standard
JKT-8453,15,Male,46,23,33,Standard
JKT-2186,15,Female,8,93,26,Free/Reduced
JKT-0217,17,Female,24,61,5,Standard
JKT-8140,18,Male,100,20,89,Free/Reduced
JKT-3853,17,Female,15,98,47,Standard
JKT-2381,17,Male,70,90,49,Free/Reduced
JKT-6627,15,Female,89,45,60,Free/Reduced
JKT-2325,17,Female,98,97,17,Standard
JKT-3208,15,Male,2,61,64,Standard
JKT-0779,18,Male,45,41,16,Free/Reduced
JKT-9909,16,Female,39,16,92,Free/Reduced
JKT-4314,15,Male,40,21,96,Free/Reduced
JKT-4966,18,Male,76,28,3,Free/Reduced
JKT-9178,18,Female,97,63,21,Standard
JKT-3082,16,Male,7,26,17,Standard
JKT-4869,17,Female,100,88,44,Free/Reduced
JKT-2851,16,Male,93,4,93,Standard
JKT-7519,16,Male,50,97,25,Free/Reduced
JKT-5849,17,Female,61,59,23,Standard
JKT-9293,18,Male,40,32,73,Free/Reduced
JKT-5082,18,Female,20,78,32,Free/Reduced
JKT-4115,15,Female,45,8,54,Standard
JKT-9391,17,Female,82,43,46,Standard
JKT-4837,16,Female,16,9,50,Standard
JKT-3134,16,Female,12,57,1,Free/Reduced
JKT-9656,16,Male,56,55,76,Free/Reduced
JKT-1864,18,Female,51,30,62,Free/Reduced
JKT-0404,16,Female,23,88,59,Free/Reduced
JKT-1490,17,Male,5,94,71,Free/Reduced
JKT-6746,17,Male,10,4,46,Standard
JKT-2488,15,Female,1,45,0,Free/Reduced
JKT-1809,15,Female,34,32,11,Free/Reduced
JKT-4379,17,Female,66,7,11,Standard
JKT-8180,16,Female,83,4,37,Free/Reduced
JKT-4729,17,Female,16,80,49,Free/Reduced
JKT-1754,17,Male,71,70,79,Free/Reduced
JKT-5868,15,Female,87,21,22,Free/Reduced
JKT-2597,15,Male,88,52,34,Free/Reduced
JKT-6017,17,Female,63,20,66,Free/Reduced
JKT-7928,16,Male,42,65,80,Free/Reduced
JKT-2584,18,Male,9,98,47,Free/Reduced
JKT-5320,15,Male,13,40,68,Free/Reduced
JKT-5956,16,Male,15,29,57,Standard
JKT-6820,18,Female,53,26,76,Free/Reduced
JKT-4133,16,Male,88,64,56,Free/Reduced
JKT-4373,15,Female,98,24,17,Free/Reduced
JKT-1309,15,Male,28,4,61,Standard
JKT-6281,15,Male,38,11,82,Standard
JKT-5685,17,Male,50,7,94,Standard
JKT-6883,15,Female,49,95,18,Free/Reduced
JKT-3206,15,Female,79,69,68,Standard
JKT-6123,16,Male,16,90,46,Free/Reduced
JKT-5251,15,Female,41,83,25,Free/Reduced
JKT-8753,15,Male,29,81,10,Free/Reduced
JKT-4712,18,Female,32,99,16,Standard
JKT-7486,17,Male,25,50,42,Free/Reduced
JKT-4464,18,Female,81,97,16,Standard
JKT-4797,15,Male,50,7,51,Standard
JKT-1204,15,Female,74,74,54,Free/Reduced
JKT-9524,18,Male,69,9,15,Free/Reduced
JKT-3183,15,Male,16,5,91,Free/Reduced
JKT-2545,18,Female,85,5,48,Standard
JKT-1905,16,Male,92,18,44,Standard
JKT-6640,15,Male,97,55,51,Free/Reduced
JKT-6720,18,Female,97,43,8,Standard
JKT-3572,16,Male,66,97,100,Free/Reduced
JKT-4989,16,Female,54,98,41,Free/Reduced
JKT-2823,18,Male,29,4,44,Free/Reduced
JKT-0553,15,Female,64,89,61,Standard
JKT-2566,16,Female,77,44,99,Standard
JKT-6674,17,Male,87,1,37,Standard
JKT-4567,17,Female,23,8,88,Standard
JKT-6998,16,Female,43,8,33,Free/Reduced
JKT-3055,18,Male,8,39,3,Standard
JKT-6840,18,Female,78,75,97,Standard
JKT-7556,18,Female,6,13,49,Standard
JKT-7747,18,Male,23,23,1,Standard
JKT-7973,15,Male,96,57,15,Free/Reduced
JKT-2998,15,Female,8,73,7,Free/Reduced
JKT-5246,16,Male,1,90,81,Free/Reduced
JKT-7016,18,Female,46,49,14,Free/Reduced
JKT-9997,18,Male,18,86,65,Standard
JKT-1785,17,Male,31,45,92,Standard
JKT-4075,15,Male,42,64,80,Free/Reduced
JKT-9428,16,Female,77,97,0,Free/Reduced
JKT-4220,18,Male,9,79,69,Standard
JKT-8130,15,Male,87,67,99,Free/Reduced
JKT-0158,18,Male,30,39,67,Standard
