,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
4396,48,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,264.0,1,999,0,nonexistent,no
4397,43,services,married,high.school,no,no,no,telephone,may,mon,77.0,1,999,0,nonexistent,no
4398,71,retired,married,basic.9y,no,yes,yes,cellular,jul,fri,230.0,6,999,0,nonexistent,yes
4399,39,services,married,high.school,no,no,no,telephone,may,tue,132.0,2,999,0,nonexistent,no
4400,30,technician,single,university.degree,no,yes,no,cellular,may,tue,150.0,1,999,0,nonexistent,no
4401,36,services,married,basic.9y,unknown,yes,no,cellular,nov,thu,90.0,2,999,0,nonexistent,no
4402,39,technician,married,professional.course,no,yes,no,cellular,aug,mon,247.0,1,4,1,success,no
4403,46,blue-collar,married,high.school,unknown,no,no,cellular,jul,thu,134.0,1,999,0,nonexistent,no
4404,54,technician,married,professional.course,unknown,no,yes,cellular,aug,mon,281.0,3,999,0,nonexistent,no
4405,40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,55.0,1,999,2,failure,no
4406,30,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,362.0,6,999,0,nonexistent,no
4407,61,retired,married,high.school,no,yes,no,cellular,may,mon,104.0,5,999,0,nonexistent,no
4408,49,entrepreneur,married,unknown,no,no,no,cellular,may,wed,85.0,2,999,0,nonexistent,no
4409,36,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,257.0,2,999,0,nonexistent,no
4410,37,technician,single,university.degree,no,no,no,cellular,may,thu,336.0,2,999,1,failure,no
4411,48,services,married,high.school,no,no,no,telephone,may,mon,788.0,2,999,0,nonexistent,no
4412,44,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,90.0,4,999,0,nonexistent,no
4413,30,entrepreneur,divorced,basic.6y,no,no,no,cellular,may,thu,422.0,3,999,0,nonexistent,no
4414,32,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,thu,292.0,2,999,1,failure,no
4415,57,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,953.0,1,999,0,nonexistent,no
4416,31,admin.,married,high.school,no,no,no,cellular,jul,thu,363.0,1,999,0,nonexistent,no
4417,52,admin.,married,high.school,no,yes,no,cellular,aug,tue,231.0,4,999,0,nonexistent,no
4418,32,admin.,married,high.school,no,no,no,cellular,may,thu,187.0,1,999,0,nonexistent,no
4419,29,blue-collar,married,high.school,no,yes,no,telephone,jul,wed,42.0,1,999,0,nonexistent,no
4420,45,entrepreneur,married,university.degree,no,no,no,cellular,aug,thu,254.0,2,999,0,nonexistent,no
4421,41,services,married,high.school,unknown,yes,no,telephone,may,mon,679.0,2,999,0,nonexistent,yes
4422,57,services,divorced,high.school,no,yes,no,telephone,may,wed,312.0,2,999,0,nonexistent,no
4423,30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,115.0,4,999,0,nonexistent,no
4424,53,services,married,professional.course,no,yes,no,cellular,jul,wed,185.0,10,999,0,nonexistent,no
4425,53,management,married,university.degree,no,yes,no,cellular,nov,fri,129.0,4,999,0,nonexistent,no
4426,41,technician,single,high.school,no,yes,no,cellular,aug,wed,219.0,3,999,0,nonexistent,no
4427,29,admin.,single,high.school,no,no,no,cellular,mar,mon,150.0,4,999,0,nonexistent,no
4428,33,admin.,divorced,high.school,no,yes,no,cellular,mar,thu,86.0,1,999,0,nonexistent,no
4429,43,management,married,basic.4y,no,yes,no,telephone,may,tue,224.0,1,999,0,nonexistent,no
4430,30,admin.,married,university.degree,no,no,no,cellular,aug,fri,705.0,2,999,0,nonexistent,no
4431,47,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,140.0,2,999,0,nonexistent,no
4432,29,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,335.0,3,999,0,nonexistent,no
4433,36,technician,married,professional.course,no,yes,yes,telephone,jun,mon,37.0,1,999,0,nonexistent,no
4434,50,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,340.0,2,999,1,failure,no
4435,34,technician,married,professional.course,no,yes,no,cellular,aug,fri,31.0,1,999,0,nonexistent,no
4436,54,technician,divorced,professional.course,no,no,no,telephone,may,tue,182.0,1,999,0,nonexistent,no
4437,45,housemaid,divorced,basic.4y,no,yes,yes,telephone,jun,fri,62.0,4,999,0,nonexistent,no
4438,58,retired,married,high.school,no,yes,no,cellular,jul,thu,232.0,1,999,0,nonexistent,no
4439,59,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,mon,323.0,2,999,0,nonexistent,no
4440,23,blue-collar,married,basic.6y,unknown,no,no,cellular,may,tue,8.0,8,999,0,nonexistent,no
4441,59,technician,married,professional.course,no,yes,no,cellular,may,fri,43.0,1,999,0,nonexistent,no
4442,34,admin.,married,high.school,no,yes,yes,cellular,nov,mon,56.0,1,999,0,nonexistent,no
4443,55,admin.,married,professional.course,no,yes,no,cellular,dec,thu,798.0,1,9,2,success,yes
4444,35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,156.0,1,999,0,nonexistent,no
4445,30,technician,single,university.degree,no,yes,yes,cellular,aug,fri,142.0,1,999,0,nonexistent,no
4446,34,admin.,single,university.degree,no,no,no,cellular,nov,thu,509.0,2,999,0,nonexistent,no
4447,35,self-employed,married,university.degree,no,no,no,telephone,nov,mon,81.0,1,999,0,nonexistent,no
4448,50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,193.0,5,999,0,nonexistent,no
4449,41,admin.,single,high.school,no,yes,no,cellular,may,fri,57.0,1,999,1,failure,no
4450,52,technician,married,university.degree,no,no,no,cellular,nov,wed,164.0,1,999,1,failure,no
4451,35,admin.,single,basic.6y,no,yes,no,telephone,may,thu,210.0,2,999,0,nonexistent,no
4452,48,admin.,married,university.degree,unknown,no,no,telephone,may,wed,149.0,2,999,0,nonexistent,no
4453,51,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,fri,197.0,6,999,0,nonexistent,no
4454,29,,married,basic.6y,no,no,no,cellular,may,thu,65.0,3,999,0,nonexistent,no
4455,53,admin.,divorced,high.school,no,no,yes,cellular,aug,fri,1567.0,3,999,0,nonexistent,no
4456,40,blue-collar,divorced,basic.6y,unknown,unknown,unknown,cellular,jul,fri,138.0,3,999,0,nonexistent,no
4457,51,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,434.0,1,999,0,nonexistent,no
4458,39,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,482.0,2,999,0,nonexistent,no
4459,31,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,91.0,4,999,0,nonexistent,no
4460,47,management,married,basic.4y,no,yes,no,cellular,jul,mon,130.0,3,999,0,nonexistent,no
4461,38,blue-collar,married,basic.6y,unknown,yes,yes,cellular,nov,fri,213.0,2,999,0,nonexistent,no
4462,24,self-employed,single,unknown,no,no,yes,cellular,jul,thu,342.0,2,999,0,nonexistent,yes
4463,53,management,married,university.degree,no,yes,no,cellular,aug,mon,342.0,3,999,0,nonexistent,no
4464,36,admin.,married,high.school,unknown,yes,yes,cellular,may,mon,264.0,1,10,1,success,no
4465,25,technician,unknown,university.degree,no,yes,no,cellular,may,mon,346.0,2,999,0,nonexistent,no
4466,55,retired,married,basic.4y,no,no,no,cellular,oct,thu,250.0,1,999,2,failure,no
4467,31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,935.0,1,999,0,nonexistent,yes
4468,40,technician,single,high.school,no,yes,no,cellular,aug,tue,76.0,2,999,0,nonexistent,no
4469,33,admin.,single,high.school,no,no,no,cellular,nov,wed,578.0,1,999,0,nonexistent,no
4470,41,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,93.0,1,999,0,nonexistent,no
4471,31,management,single,university.degree,no,no,no,cellular,nov,tue,82.0,2,999,0,nonexistent,no
4472,29,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,thu,11.0,5,999,0,nonexistent,no
4473,34,admin.,married,high.school,no,no,no,cellular,may,wed,191.0,1,999,0,nonexistent,no
4474,30,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,293.0,1,9,1,success,yes
4475,39,management,single,university.degree,no,yes,no,cellular,nov,fri,239.0,2,3,2,success,yes
4476,45,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,81.0,3,999,0,nonexistent,no
4477,24,technician,single,professional.course,no,yes,no,cellular,jul,wed,171.0,5,999,0,nonexistent,no
4478,48,technician,married,university.degree,no,no,no,telephone,may,thu,360.0,1,999,0,nonexistent,no
4479,50,services,married,high.school,no,no,no,telephone,may,tue,268.0,2,999,0,nonexistent,no
4480,33,technician,single,university.degree,no,yes,no,telephone,jun,mon,42.0,1,999,0,nonexistent,no
4481,34,admin.,single,high.school,no,yes,no,cellular,apr,fri,183.0,1,999,1,failure,no
4482,57,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,35.0,2,999,0,nonexistent,no
4483,46,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,wed,77.0,1,999,0,nonexistent,no
4484,24,blue-collar,single,basic.9y,unknown,no,no,telephone,jul,fri,270.0,1,999,0,nonexistent,no
4485,42,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,141.0,2,999,0,nonexistent,no
4486,31,admin.,single,high.school,no,yes,yes,cellular,aug,thu,101.0,1,999,0,nonexistent,no
4487,27,admin.,single,university.degree,no,yes,no,cellular,jul,tue,490.0,5,999,0,nonexistent,no
4488,46,self-employed,married,basic.6y,unknown,yes,no,cellular,nov,tue,32.0,1,999,1,failure,no
4489,35,technician,single,professional.course,no,yes,no,cellular,aug,thu,234.0,2,999,0,nonexistent,no
4490,36,technician,married,university.degree,no,no,no,cellular,aug,tue,125.0,1,999,0,nonexistent,no
4491,31,technician,married,high.school,unknown,yes,yes,telephone,may,tue,234.0,5,999,0,nonexistent,no
4492,30,unemployed,married,high.school,no,yes,yes,cellular,nov,tue,924.0,1,999,0,nonexistent,yes
4493,32,admin.,single,university.degree,no,no,no,cellular,jun,fri,462.0,1,999,0,nonexistent,yes
4494,30,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,83.0,5,999,0,nonexistent,no
4495,28,admin.,single,unknown,no,yes,no,cellular,jul,fri,251.0,5,999,0,nonexistent,no
4496,53,services,married,high.school,no,no,no,telephone,may,wed,429.0,1,999,0,nonexistent,no
4497,23,admin.,single,high.school,no,yes,no,cellular,may,wed,108.0,1,999,0,nonexistent,no
4498,48,technician,married,professional.course,no,no,no,cellular,jul,wed,72.0,4,999,0,nonexistent,no
4499,28,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,146.0,3,999,0,nonexistent,no
4500,29,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,142.0,2,999,0,nonexistent,no
4501,59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,431.0,5,999,0,nonexistent,no
4502,44,admin.,married,high.school,no,yes,no,cellular,aug,mon,758.0,2,999,0,nonexistent,yes
4503,24,admin.,single,high.school,no,yes,no,cellular,jul,thu,725.0,3,999,0,nonexistent,yes
4504,35,management,married,university.degree,no,yes,no,cellular,nov,mon,113.0,1,999,0,nonexistent,no
4505,31,services,married,high.school,unknown,yes,yes,telephone,jun,wed,146.0,2,999,0,nonexistent,no
4506,48,technician,divorced,professional.course,no,yes,yes,telephone,may,fri,215.0,2,999,0,nonexistent,no
4507,49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,281.0,1,999,0,nonexistent,no
4508,67,retired,married,university.degree,no,yes,no,telephone,apr,thu,126.0,4,999,0,nonexistent,no
4509,41,admin.,single,university.degree,no,yes,no,cellular,nov,wed,369.0,1,999,1,failure,no
4510,57,admin.,single,basic.9y,no,yes,no,cellular,jul,wed,158.0,3,999,0,nonexistent,no
4511,45,technician,married,basic.9y,no,no,no,cellular,may,fri,144.0,3,999,0,nonexistent,no
4512,46,unknown,married,university.degree,no,no,no,telephone,may,wed,93.0,4,999,0,nonexistent,no
4513,53,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,fri,16.0,20,999,0,nonexistent,no
4514,46,unemployed,married,basic.9y,no,yes,no,cellular,jul,mon,241.0,3,999,0,nonexistent,no
4515,31,technician,single,professional.course,no,no,no,telephone,jul,wed,296.0,2,999,0,nonexistent,no
4516,54,blue-collar,married,high.school,no,no,yes,cellular,jul,thu,313.0,1,999,0,nonexistent,no
4517,46,management,married,basic.9y,no,yes,no,telephone,may,thu,126.0,1,999,0,nonexistent,no
4518,39,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,484.0,2,999,0,nonexistent,no
4519,31,services,married,high.school,unknown,yes,no,cellular,nov,wed,82.0,1,999,1,failure,no
4520,32,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,240.0,3,999,0,nonexistent,no
4521,36,admin.,divorced,high.school,no,yes,no,telephone,may,wed,416.0,2,999,0,nonexistent,no
4522,34,admin.,married,high.school,no,no,no,cellular,nov,mon,113.0,1,999,0,nonexistent,no
4523,31,blue-collar,single,professional.course,no,no,no,telephone,may,thu,99.0,3,999,0,nonexistent,no
4524,38,admin.,married,basic.6y,no,yes,no,telephone,may,thu,229.0,1,999,0,nonexistent,no
4525,48,technician,married,high.school,unknown,no,no,cellular,jul,tue,143.0,3,999,0,nonexistent,no
4526,56,self-employed,married,university.degree,no,no,no,cellular,jun,thu,754.0,3,999,0,nonexistent,no
4527,56,retired,married,basic.4y,no,yes,no,cellular,jul,mon,621.0,2,999,0,nonexistent,yes
4528,40,admin.,married,high.school,no,no,no,cellular,aug,thu,477.0,2,999,0,nonexistent,yes
4529,39,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,90.0,1,999,0,nonexistent,no
4530,32,student,married,university.degree,no,no,no,cellular,nov,wed,154.0,3,999,1,failure,no
4531,47,management,married,university.degree,no,no,no,telephone,nov,tue,195.0,3,999,0,nonexistent,no
4532,24,services,single,high.school,no,yes,no,telephone,may,fri,64.0,1,999,0,nonexistent,no
4533,48,technician,married,professional.course,unknown,yes,no,telephone,may,fri,248.0,1,999,0,nonexistent,no
4534,23,student,single,high.school,no,yes,no,telephone,jun,mon,434.0,1,9,1,success,yes
4535,47,services,married,high.school,no,yes,no,cellular,aug,tue,836.0,1,999,0,nonexistent,yes
4536,47,blue-collar,married,high.school,no,yes,no,cellular,may,fri,934.0,2,999,1,failure,yes
4537,49,management,married,university.degree,no,no,yes,cellular,apr,thu,296.0,1,999,0,nonexistent,no
4538,45,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,wed,162.0,2,999,0,nonexistent,no
4539,47,technician,single,professional.course,unknown,no,no,telephone,may,wed,27.0,1,999,0,nonexistent,no
4540,37,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,185.0,1,999,1,failure,no
4541,41,admin.,single,university.degree,no,no,no,cellular,apr,mon,115.0,2,999,0,nonexistent,no
4542,33,admin.,single,high.school,no,yes,no,cellular,aug,fri,182.0,2,999,1,failure,yes
4543,33,admin.,single,high.school,no,yes,yes,telephone,jun,fri,15.0,26,999,0,nonexistent,no
4544,38,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,76.0,9,999,0,nonexistent,no
4545,35,student,single,university.degree,unknown,no,no,telephone,may,mon,218.0,1,999,0,nonexistent,no
4546,43,admin.,married,university.degree,no,yes,no,cellular,mar,fri,111.0,3,999,0,nonexistent,no
4547,55,technician,married,unknown,no,no,no,cellular,jul,fri,173.0,8,999,0,nonexistent,no
4548,50,management,married,university.degree,unknown,no,yes,telephone,may,mon,161.0,1,999,0,nonexistent,no
4549,30,admin.,married,university.degree,no,no,no,cellular,jul,fri,70.0,1,999,0,nonexistent,no
4550,52,admin.,divorced,university.degree,no,no,yes,cellular,jul,wed,216.0,8,999,0,nonexistent,no
4551,45,technician,married,university.degree,no,no,no,cellular,aug,mon,111.0,2,999,1,failure,no
4552,40,services,married,basic.9y,no,yes,no,cellular,jul,thu,158.0,1,999,0,nonexistent,no
4553,32,management,married,university.degree,no,yes,no,cellular,aug,thu,106.0,1,999,0,nonexistent,no
4554,32,blue-collar,divorced,professional.course,no,no,no,cellular,jul,fri,261.0,13,999,0,nonexistent,no
4555,55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,102.0,2,999,0,nonexistent,no
4556,40,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,131.0,4,999,0,nonexistent,no
4557,33,services,married,high.school,no,yes,no,cellular,may,tue,223.0,1,999,1,failure,no
4558,34,blue-collar,married,unknown,no,no,yes,cellular,may,wed,106.0,2,999,0,nonexistent,no
4559,27,admin.,single,university.degree,no,yes,no,cellular,jul,thu,170.0,4,999,0,nonexistent,no
4560,35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72.0,4,999,0,nonexistent,no
4561,29,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,503.0,7,999,0,nonexistent,no
4562,29,admin.,married,high.school,no,no,no,telephone,may,wed,30.0,1,999,0,nonexistent,no
4563,26,admin.,single,university.degree,no,no,no,telephone,aug,mon,440.0,5,999,2,failure,no
4564,39,admin.,married,university.degree,no,yes,no,telephone,jun,thu,36.0,3,999,0,nonexistent,no
4565,45,admin.,married,basic.9y,no,no,no,telephone,jun,thu,521.0,1,999,0,nonexistent,no
4566,33,blue-collar,married,high.school,no,yes,no,cellular,may,fri,103.0,1,999,0,nonexistent,no
4567,57,retired,married,professional.course,no,yes,no,cellular,aug,fri,282.0,3,999,0,nonexistent,no
4568,39,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,wed,162.0,1,999,0,nonexistent,no
4569,27,technician,single,professional.course,no,yes,no,telephone,may,tue,125.0,1,999,0,nonexistent,no
4570,43,technician,married,basic.9y,unknown,yes,no,telephone,may,tue,202.0,3,999,0,nonexistent,no
4571,33,admin.,single,university.degree,no,yes,no,cellular,may,thu,332.0,4,999,1,failure,no
4572,34,admin.,married,university.degree,no,no,no,cellular,nov,wed,134.0,1,3,3,success,no
4573,47,management,married,university.degree,no,yes,no,cellular,nov,tue,283.0,2,999,0,nonexistent,no
4574,42,admin.,married,professional.course,no,no,no,telephone,may,wed,230.0,2,999,0,nonexistent,no
4575,35,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,thu,97.0,1,999,0,nonexistent,no
4576,47,admin.,divorced,high.school,unknown,no,no,cellular,jul,mon,129.0,4,999,0,nonexistent,no
4577,32,technician,single,professional.course,no,yes,no,cellular,nov,fri,86.0,3,999,0,nonexistent,no
4578,34,admin.,single,university.degree,no,no,no,cellular,nov,fri,229.0,3,999,0,nonexistent,no
4579,48,admin.,married,university.degree,no,no,no,cellular,nov,fri,634.0,4,999,0,nonexistent,no
4580,52,technician,married,basic.9y,no,no,no,telephone,jun,fri,188.0,1,999,0,nonexistent,no
4581,48,admin.,married,university.degree,unknown,yes,no,telephone,nov,tue,82.0,2,999,0,nonexistent,no
4582,38,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,355.0,1,13,2,failure,yes
4583,30,blue-collar,married,high.school,unknown,yes,no,cellular,aug,mon,148.0,3,999,0,nonexistent,no
4584,47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,36.0,3,999,0,nonexistent,no
4585,55,services,married,high.school,no,no,no,cellular,may,mon,336.0,1,999,1,failure,no
4586,32,services,married,high.school,no,no,no,cellular,aug,tue,205.0,1,999,0,nonexistent,no
4587,30,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,88.0,2,999,0,nonexistent,no
4588,31,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,22.0,4,999,0,nonexistent,no
4589,51,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,82.0,6,999,0,nonexistent,no
4590,49,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,71.0,1,999,0,nonexistent,no
4591,35,admin.,married,high.school,no,no,no,telephone,may,tue,297.0,1,999,0,nonexistent,no
4592,30,entrepreneur,divorced,high.school,no,no,no,telephone,nov,fri,61.0,3,999,1,failure,no
4593,61,retired,married,basic.4y,no,no,no,telephone,oct,fri,194.0,1,999,0,nonexistent,yes
4594,35,admin.,married,high.school,no,no,no,telephone,may,tue,122.0,2,999,0,nonexistent,no
4595,42,management,married,university.degree,unknown,yes,yes,cellular,aug,tue,634.0,1,999,0,nonexistent,no
4596,31,management,married,university.degree,no,no,no,cellular,aug,wed,347.0,1,999,0,nonexistent,no
4597,33,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,244.0,1,999,0,nonexistent,no
4598,43,technician,single,professional.course,no,yes,no,telephone,may,mon,138.0,8,999,0,nonexistent,no
4599,44,admin.,married,university.degree,no,yes,yes,telephone,may,wed,143.0,2,999,0,nonexistent,no
4600,55,admin.,married,high.school,no,no,no,cellular,nov,fri,148.0,1,999,0,nonexistent,no
4601,44,admin.,single,university.degree,no,no,no,cellular,nov,wed,60.0,1,999,0,nonexistent,no
4602,34,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,11.0,6,999,1,failure,no
4603,55,management,married,university.degree,no,no,no,cellular,apr,fri,171.0,2,999,0,nonexistent,no
4604,51,technician,divorced,high.school,no,yes,no,cellular,nov,mon,81.0,1,999,0,nonexistent,no
4605,58,admin.,married,basic.9y,unknown,no,no,telephone,may,tue,228.0,1,999,0,nonexistent,no
4606,25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,wed,322.0,2,999,0,nonexistent,no
4607,46,admin.,married,high.school,no,no,yes,cellular,aug,wed,871.0,2,999,0,nonexistent,yes
4608,32,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,630.0,3,999,1,failure,no
4609,47,entrepreneur,married,unknown,unknown,yes,no,telephone,may,tue,22.0,1,999,1,failure,no
4610,38,management,divorced,university.degree,no,no,yes,cellular,apr,fri,131.0,2,999,0,nonexistent,no
4611,37,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,166.0,1,999,0,nonexistent,no
4612,38,services,married,high.school,unknown,no,no,telephone,jul,wed,304.0,1,999,0,nonexistent,no
4613,34,housemaid,single,university.degree,no,yes,no,cellular,aug,thu,159.0,3,999,0,nonexistent,no
4614,80,retired,divorced,unknown,no,yes,yes,cellular,nov,fri,186.0,2,3,1,success,yes
4615,29,blue-collar,single,basic.9y,no,yes,no,cellular,mar,tue,152.0,13,999,0,nonexistent,no
4616,50,services,married,professional.course,unknown,yes,no,telephone,may,fri,211.0,2,999,0,nonexistent,no
4617,28,admin.,single,university.degree,no,no,no,telephone,jul,fri,46.0,3,999,0,nonexistent,no
4618,60,admin.,married,unknown,unknown,yes,no,cellular,dec,wed,357.0,1,999,0,nonexistent,yes
4619,31,blue-collar,single,professional.course,no,no,no,cellular,may,tue,314.0,2,999,0,nonexistent,no
4620,33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,305.0,1,999,0,nonexistent,no
4621,38,admin.,married,university.degree,no,no,no,cellular,aug,wed,898.0,1,999,0,nonexistent,no
4622,33,admin.,divorced,university.degree,no,no,yes,cellular,jul,thu,106.0,3,999,0,nonexistent,no
4623,66,retired,married,unknown,no,yes,no,telephone,mar,fri,64.0,1,999,0,nonexistent,no
4624,39,management,married,university.degree,no,yes,no,cellular,may,thu,55.0,1,999,0,nonexistent,no
4625,47,services,divorced,high.school,no,yes,no,cellular,may,mon,953.0,3,999,0,nonexistent,no
4626,48,services,married,high.school,unknown,yes,no,cellular,jul,mon,49.0,6,999,0,nonexistent,no
4627,32,admin.,single,basic.9y,no,no,no,cellular,jul,thu,185.0,1,999,0,nonexistent,no
4628,41,management,married,high.school,no,no,no,cellular,may,mon,97.0,1,999,2,failure,no
4629,34,management,divorced,university.degree,no,yes,no,telephone,may,tue,208.0,1,999,0,nonexistent,no
4630,54,self-employed,married,university.degree,no,yes,no,cellular,oct,thu,317.0,6,6,1,success,no
4631,52,blue-collar,married,basic.9y,no,no,yes,cellular,aug,fri,112.0,1,999,0,nonexistent,no
4632,53,admin.,divorced,high.school,no,no,no,cellular,jul,tue,52.0,3,999,0,nonexistent,no
4633,33,housemaid,divorced,professional.course,no,yes,no,cellular,aug,thu,321.0,1,999,0,nonexistent,no
4634,51,management,married,university.degree,no,yes,no,cellular,aug,thu,175.0,1,999,0,nonexistent,no
4635,32,admin.,married,university.degree,no,yes,no,cellular,may,tue,136.0,2,999,0,nonexistent,no
4636,40,self-employed,married,high.school,unknown,yes,no,telephone,jul,mon,46.0,2,999,0,nonexistent,no
4637,41,technician,married,professional.course,no,no,no,cellular,aug,tue,131.0,1,999,0,nonexistent,no
4638,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,139.0,1,999,0,nonexistent,no
4639,35,technician,single,professional.course,no,no,no,cellular,aug,mon,203.0,6,999,0,nonexistent,no
4640,44,admin.,married,basic.9y,unknown,no,no,cellular,may,wed,217.0,3,999,1,failure,no
4641,80,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,125.0,1,999,0,nonexistent,no
4642,49,admin.,married,university.degree,no,yes,no,cellular,may,fri,168.0,1,999,0,nonexistent,no
4643,51,admin.,divorced,university.degree,no,no,no,telephone,jul,mon,359.0,1,999,0,nonexistent,no
4644,25,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,214.0,2,999,0,nonexistent,no
4645,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,281.0,4,999,0,nonexistent,no
4646,31,technician,married,professional.course,no,no,no,cellular,aug,tue,51.0,1,999,0,nonexistent,no
4647,28,admin.,single,university.degree,no,yes,no,cellular,jun,mon,353.0,1,999,0,nonexistent,no
4648,53,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,137.0,1,999,0,nonexistent,no
4649,39,admin.,married,high.school,no,yes,no,cellular,apr,mon,149.0,2,999,0,nonexistent,no
4650,50,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,mon,311.0,1,999,0,nonexistent,no
4651,38,admin.,single,university.degree,no,yes,no,telephone,may,fri,186.0,1,999,0,nonexistent,no
4652,38,admin.,married,university.degree,no,no,no,cellular,aug,tue,122.0,2,999,0,nonexistent,no
4653,40,management,married,university.degree,no,no,yes,cellular,aug,tue,454.0,3,999,0,nonexistent,no
4654,40,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,75.0,1,999,0,nonexistent,no
4655,32,admin.,single,high.school,no,no,yes,cellular,may,fri,284.0,15,999,0,nonexistent,no
4656,32,technician,married,professional.course,no,yes,no,cellular,apr,mon,140.0,1,999,0,nonexistent,no
4657,37,management,married,university.degree,no,no,yes,cellular,jul,fri,69.0,7,999,0,nonexistent,no
4658,42,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,fri,61.0,4,999,0,nonexistent,no
4659,31,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,104.0,1,999,1,failure,no
4660,30,admin.,single,university.degree,no,yes,no,cellular,may,mon,67.0,1,999,0,nonexistent,no
4661,33,admin.,married,high.school,no,yes,no,cellular,may,tue,495.0,1,999,1,failure,no
4662,56,blue-collar,married,unknown,no,no,no,cellular,aug,mon,160.0,3,999,0,nonexistent,no
4663,39,housemaid,married,basic.4y,no,no,no,cellular,oct,fri,,1,999,0,nonexistent,no
4664,39,self-employed,married,basic.4y,unknown,no,no,cellular,nov,wed,159.0,1,999,1,failure,no
4665,31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,308.0,2,999,0,nonexistent,no
4666,32,blue-collar,single,high.school,no,yes,yes,cellular,nov,wed,126.0,1,999,0,nonexistent,no
4667,51,admin.,married,university.degree,unknown,no,no,cellular,jul,thu,229.0,2,999,0,nonexistent,no
4668,45,management,married,unknown,unknown,no,no,telephone,may,thu,178.0,1,999,0,nonexistent,no
4669,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,221.0,2,999,0,nonexistent,no
4670,26,unemployed,single,basic.9y,no,yes,yes,cellular,jul,mon,104.0,4,999,0,nonexistent,no
